Sub_Directory,Description_Type,Judge_1_Score,Judge_2_Score,Judge_3_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p00003,Description_Simple,0.9,0.9,0.9,0.9,True,0.6099410057067871,0.2900589942932129,True,True,True,True,False
p00001,Description_Simple,1.0,1.0,1.0,1.0,True,0.39280128479003906,0.6071987152099609,False,True,False,False,False
p00006,Description_Simple,0.7,0.7,0.7,0.7,True,0.2836672365665436,0.4163327634334564,False,True,False,False,False
p00002,Description_Simple,1.0,1.0,1.0,1.0,True,0.45308175683021545,0.5469182431697845,False,True,False,False,False
p00005,Description_Simple,1.0,1.0,1.0,1.0,True,0.6346176862716675,0.3653823137283325,True,True,True,True,False
p00007,Description_Simple,0.9,0.9,0.9,0.9,True,0.41827836632728577,0.48172163367271426,False,True,False,False,False
p02255,Description_Simple,1.0,1.0,1.0,1.0,True,0.6112588047981262,0.3887411952018738,True,True,True,True,False
p00011,Description_Simple,0.4,0.4,0.4,0.4,False,0.3252769410610199,0.07472305893898012,True,False,False,False,True
p02257,Description_Simple,0.9,0.9,0.9,0.9,True,0.5805817246437073,0.31941827535629275,True,True,True,True,False
p02256,Description_Simple,0.7,0.7,0.7,0.7,True,0.5384396910667419,0.161560308933258,True,True,True,True,False
p02258,Description_Simple,0.0,0.0,0.0,0.0,False,0.43951845169067383,0.43951845169067383,True,False,False,False,True
p02264,Description_Simple,1.0,1.0,1.0,1.0,True,0.7908115386962891,0.20918846130371094,True,True,True,True,False
p02268,Description_Simple,1.0,1.0,1.0,1.0,True,0.43248996138572693,0.5675100386142731,False,True,False,False,False
p02259,Description_Simple,1.0,1.0,1.0,1.0,True,0.7384558320045471,0.2615441679954529,True,True,True,True,False
p02263,Description_Simple,1.0,1.0,1.0,1.0,True,0.7145774960517883,0.28542250394821167,True,True,True,True,False
p02260,Description_Simple,1.0,1.0,1.0,1.0,True,0.6959164142608643,0.30408358573913574,True,True,True,True,False
p02393,Description_Simple,1.0,1.0,1.0,1.0,True,0.5267985463142395,0.4732014536857605,True,True,True,True,False
p02392,Description_Simple,0.9,0.9,0.9,0.9,True,0.5256679654121399,0.37433203458786013,True,True,True,True,False
p02381,Description_Simple,1.0,1.0,1.0,1.0,True,0.5069593787193298,0.49304062128067017,True,True,True,True,False
p02389,Description_Simple,0.2,0.2,0.2,0.2,False,0.13823534548282623,0.06176465451717378,True,False,False,False,True
p02390,Description_Simple,1.0,1.0,1.0,1.0,True,0.3784870207309723,0.6215129792690277,False,True,False,False,False
p02399,Description_Simple,1.0,1.0,1.0,1.0,True,0.40804699063301086,0.5919530093669891,False,True,False,False,False
p02394,Description_Simple,0.2,0.2,0.2,0.2,False,0.3000701367855072,0.10007013678550719,True,False,False,False,True
p02397,Description_Simple,0.6,0.6,0.6,0.6,True,0.4919300079345703,0.10806999206542967,False,True,False,False,False
