Sub_Directory,Description_Type,LLM_GPT4.5_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p02847,Description_Detailed,0.7,0.4,0.55,True,0.6065100431442261,0.05651004314422603,True,True,True,True,False
p02847,Description_Fewshot,0.9,0.4,0.65,True,0.6240988373756409,0.025901162624359153,True,True,True,True,False
p02847,Description_Reason,0.7,0.7,0.7,True,0.648573100566864,0.05142689943313594,True,True,True,True,False
p02847,Description_Simple,0.4,0.9,0.65,True,0.6375301480293274,0.01246985197067263,True,True,True,True,False
p02847,Description_Vague,0.7,0.4,0.55,True,0.3778943121433258,0.17210568785667424,False,True,False,False,False
p00006,Description_Detailed,0.4,0.7,0.55,True,0.6316193342208862,0.08161933422088619,True,True,True,True,False
p00006,Description_Fewshot,0.4,0.7,0.55,True,0.6463633179664612,0.09636331796646114,True,True,True,True,False
p00006,Description_Reason,0.7,0.7,0.7,True,0.6386462450027466,0.061353754997253374,True,True,True,True,False
p00006,Description_Simple,1.0,0.7,0.85,True,0.7149779200553894,0.13502207994461057,True,True,True,True,False
p00006,Description_Vague,0.7,0.4,0.55,True,0.5094949007034302,0.04050509929656987,True,True,True,True,False
p02659,Description_Detailed,1.0,0.4,0.7,True,0.47315776348114014,0.22684223651885982,False,True,False,False,False
p02659,Description_Fewshot,0.7,1.0,0.85,True,0.47402694821357727,0.3759730517864227,False,True,False,False,False
p02659,Description_Reason,0.4,0.7,0.55,True,0.569141685962677,0.019141685962676958,True,True,True,True,False
p02659,Description_Simple,0.4,0.9,0.65,True,0.5823445320129395,0.06765546798706057,True,True,True,True,False
p02659,Description_Vague,0.9,1.0,0.95,True,0.4934207499027252,0.45657925009727474,False,True,False,False,False
p02400,Description_Detailed,0.7,0.7,0.7,True,0.7662962675094604,0.0662962675094605,True,True,True,True,False
p02400,Description_Fewshot,0.9,0.9,0.9,True,0.8004929423332214,0.09950705766677859,True,True,True,True,False
p02400,Description_Reason,1.0,1.0,1.0,True,0.727067768573761,0.272932231426239,True,True,True,True,False
p02400,Description_Simple,0.7,1.0,0.85,True,0.7619679570198059,0.08803204298019407,True,True,True,True,False
p02400,Description_Vague,1.0,0.7,0.85,True,0.7972213625907898,0.05277863740921018,True,True,True,True,False
