Sub_Directory,Description_Type,LLM_GPT4.5_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p02675,Description_Detailed,0.0,0.1,0.05,False,0.5466111898422241,0.49661118984222413,False,False,True,False,False
p02675,Description_Fewshot,0.0,0.0,0.0,False,0.1509949266910553,0.1509949266910553,True,False,False,False,True
p02675,Description_Reason,0.0,0.0,0.0,False,0.05098850280046463,0.05098850280046463,True,False,False,False,True
p02675,Description_Simple,0.1,0.0,0.05,False,0.08223730325698853,0.03223730325698852,True,False,False,False,True
p02675,Description_Vague,0.0,0.0,0.0,False,0.5258912444114685,0.5258912444114685,False,False,True,False,False
p02970,Description_Detailed,0.0,0.0,0.0,False,0.20123456418514252,0.20123456418514252,True,False,False,False,True
p02970,Description_Fewshot,0.0,0.0,0.0,False,0.1397450566291809,0.1397450566291809,True,False,False,False,True
p02970,Description_Reason,0.0,0.0,0.0,False,0.20190389454364777,0.20190389454364777,True,False,False,False,True
p02970,Description_Simple,0.0,0.0,0.0,False,0.19638307392597198,0.19638307392597198,True,False,False,False,True
p02970,Description_Vague,0.0,0.0,0.0,False,0.42984539270401,0.42984539270401,True,False,False,False,True
p03136,Description_Detailed,0.0,0.0,0.0,False,0.22039957344532013,0.22039957344532013,True,False,False,False,True
p03136,Description_Fewshot,0.0,0.0,0.0,False,0.03230176493525505,0.03230176493525505,True,False,False,False,True
p03136,Description_Reason,0.0,0.0,0.0,False,0.16189423203468323,0.16189423203468323,True,False,False,False,True
p03136,Description_Simple,1.0,0.0,0.5,True,0.2882058322429657,0.2117941677570343,False,True,False,False,False
p03136,Description_Vague,0.0,1.0,0.5,True,0.44917452335357666,0.05082547664642334,False,True,False,False,False
p03261,Description_Detailed,0.0,0.0,0.0,False,0.3844168484210968,0.3844168484210968,True,False,False,False,True
p03261,Description_Fewshot,0.1,0.0,0.05,False,0.2772831320762634,0.22728313207626344,True,False,False,False,True
p03261,Description_Reason,0.0,0.1,0.05,False,0.24876388907432556,0.19876388907432557,True,False,False,False,True
p03261,Description_Simple,0.3,0.0,0.15,False,0.014892520383000374,0.13510747961699962,True,False,False,False,True
p03261,Description_Vague,0.0,0.0,0.0,False,0.5436332821846008,0.5436332821846008,False,False,True,False,False
p03416,Description_Detailed,0.0,0.0,0.0,False,0.2587021589279175,0.2587021589279175,True,False,False,False,True
p03416,Description_Fewshot,0.0,0.3,0.15,False,-0.006952780298888683,0.15695278029888868,True,False,False,False,True
p03416,Description_Reason,0.0,0.0,0.0,False,0.18926140666007996,0.18926140666007996,True,False,False,False,True
p03416,Description_Simple,0.0,0.3,0.15,False,0.2573091983795166,0.10730919837951661,True,False,False,False,True
p03416,Description_Vague,1.0,0.0,0.5,True,0.346549391746521,0.153450608253479,False,True,False,False,False
p02681,Description_Detailed,0.3,0.0,0.15,False,0.3678930401802063,0.2178930401802063,True,False,False,False,True
p02681,Description_Fewshot,0.0,0.0,0.0,False,0.08846189081668854,0.08846189081668854,True,False,False,False,True
p02681,Description_Reason,0.0,0.3,0.15,False,0.08667433261871338,0.06332566738128662,True,False,False,False,True
p02681,Description_Simple,0.0,0.0,0.0,False,0.08501575887203217,0.08501575887203217,True,False,False,False,True
