Sub_Directory,Description_Type,LLM_GPT4o_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p04030,Description_Detailed,0.3,0.9,0.6,True,0.5612093210220337,0.038790678977966286,True,True,True,True,False
p04030,Description_Fewshot,0.0,0.9,0.45,False,0.7363802194595337,0.2863802194595337,False,False,True,False,False
p04030,Description_Reason,0.4,0.0,0.2,False,0.7300617694854736,0.5300617694854737,False,False,True,False,False
p04030,Description_Simple,0.0,0.0,0.0,False,0.6941487193107605,0.6941487193107605,False,False,True,False,False
p04030,Description_Vague,0.0,0.2,0.1,False,0.556341290473938,0.456341290473938,False,False,True,False,False
p03449,Description_Detailed,0.4,0.6,0.5,True,0.45645612478256226,0.043543875217437744,False,True,False,False,False
p03449,Description_Fewshot,0.4,0.6,0.5,True,0.5268566608428955,0.026856660842895508,True,True,True,True,False
p03449,Description_Reason,0.0,0.0,0.0,False,0.5260368585586548,0.5260368585586548,False,False,True,False,False
p03449,Description_Simple,0.9,0.2,0.55,True,0.5369445085525513,0.013055491447448775,True,True,True,True,False
p03449,Description_Vague,0.9,0.6,0.75,True,0.5021587014198303,0.24784129858016968,True,True,True,True,False
p02571,Description_Detailed,1.0,0.9,0.95,True,0.3808663785457611,0.5691336214542388,False,True,False,False,False
p02571,Description_Fewshot,0.0,0.6,0.3,False,0.5153915882110596,0.21539158821105958,False,False,True,False,False
p02571,Description_Reason,1.0,0.4,0.7,True,0.428026020526886,0.27197397947311397,False,True,False,False,False
p02571,Description_Simple,0.0,0.6,0.3,False,0.5034997463226318,0.20349974632263185,False,False,True,False,False
p02571,Description_Vague,1.0,0.6,0.8,True,0.4942986071109772,0.30570139288902287,False,True,False,False,False
p02388,Description_Detailed,0.9,0.9,0.9,True,0.7438573837280273,0.15614261627197268,True,True,True,True,False
p02388,Description_Fewshot,1.0,0.9,0.95,True,0.7551977634429932,0.1948022365570068,True,True,True,True,False
p02388,Description_Reason,1.0,0.9,0.95,True,0.7353532314300537,0.21464676856994624,True,True,True,True,False
p02388,Description_Simple,1.0,0.9,0.95,True,0.713342547416687,0.23665745258331294,True,True,True,True,False
p02388,Description_Vague,1.0,0.8,0.9,True,0.6755080223083496,0.2244919776916504,True,True,True,True,False
p02993,Description_Detailed,0.9,0.9,0.9,True,0.4074769616127014,0.4925230383872986,False,True,False,False,False
p02993,Description_Fewshot,1.0,0.9,0.95,True,0.622634768486023,0.327365231513977,True,True,True,True,False
p02993,Description_Reason,0.9,0.9,0.9,True,0.6053157448768616,0.29468425512313845,True,True,True,True,False
p02993,Description_Simple,1.0,0.6,0.8,True,0.5907818078994751,0.20921819210052495,True,True,True,True,False
p02993,Description_Vague,1.0,0.8,0.9,True,0.15751463174819946,0.7424853682518006,False,True,False,False,False
p02951,Description_Detailed,0.0,0.9,0.45,False,0.12960810959339142,0.3203918904066086,True,False,False,False,True
p02951,Description_Fewshot,1.0,0.9,0.95,True,0.5133323669433594,0.4366676330566406,True,True,True,True,False
p02951,Description_Reason,1.0,0.9,0.95,True,0.5754742622375488,0.3745257377624511,True,True,True,True,False
p02951,Description_Simple,1.0,0.9,0.95,True,0.4927234351634979,0.45727656483650203,False,True,False,False,False
p02951,Description_Vague,0.0,0.3,0.15,False,0.07336041331291199,0.07663958668708801,True,False,False,False,True
p02578,Description_Detailed,1.0,0.9,0.95,True,0.2991943359375,0.6508056640625,False,True,False,False,False
p02578,Description_Fewshot,1.0,0.9,0.95,True,0.6566541790962219,0.29334582090377803,True,True,True,True,False
p02578,Description_Reason,1.0,0.9,0.95,True,0.5274744629859924,0.4225255370140075,True,True,True,True,False
p02578,Description_Simple,1.0,0.9,0.95,True,0.51036536693573,0.43963463306427,True,True,True,True,False
p02578,Description_Vague,1.0,0.9,0.95,True,0.22300581634044647,0.7269941836595535,False,True,False,False,False
p03720,Description_Detailed,1.0,0.9,0.95,True,0.2861667573451996,0.6638332426548004,False,True,False,False,False
p03720,Description_Fewshot,1.0,0.9,0.95,True,0.5653177499771118,0.38468225002288814,True,True,True,True,False
p03720,Description_Reason,1.0,0.9,0.95,True,0.46913665533065796,0.480863344669342,False,True,False,False,False
p03720,Description_Simple,1.0,0.9,0.95,True,0.33841097354888916,0.6115890264511108,False,True,False,False,False
p03720,Description_Vague,1.0,0.9,0.95,True,0.29385286569595337,0.6561471343040466,False,True,False,False,False
p02629,Description_Detailed,1.0,0.9,0.95,True,0.4437231719493866,0.5062768280506134,False,True,False,False,False
p02629,Description_Fewshot,1.0,0.9,0.95,True,0.5886052846908569,0.361394715309143,True,True,True,True,False
p02629,Description_Reason,1.0,0.6,0.8,True,0.595457911491394,0.204542088508606,True,True,True,True,False
p02629,Description_Simple,1.0,0.9,0.95,True,0.5873833894729614,0.36261661052703853,True,True,True,True,False
p02629,Description_Vague,1.0,0.9,0.95,True,0.4755251109600067,0.47447488903999324,False,True,False,False,False
p02860,Description_Detailed,1.0,0.9,0.95,True,0.5506148338317871,0.39938516616821285,True,True,True,True,False
p02860,Description_Fewshot,1.0,0.9,0.95,True,0.5008885860443115,0.44911141395568843,True,True,True,True,False
p02860,Description_Reason,1.0,0.9,0.95,True,0.4856676459312439,0.46433235406875606,False,True,False,False,False
p02860,Description_Simple,1.0,0.9,0.95,True,0.5339971780776978,0.4160028219223022,True,True,True,True,False
p02860,Description_Vague,1.0,0.9,0.95,True,0.4515027105808258,0.49849728941917415,False,True,False,False,False
p02402,Description_Detailed,1.0,0.9,0.95,True,0.415242463350296,0.5347575366497039,False,True,False,False,False
p02402,Description_Fewshot,1.0,0.9,0.95,True,0.6012053489685059,0.3487946510314941,True,True,True,True,False
p02402,Description_Reason,1.0,0.9,0.95,True,0.637902557849884,0.3120974421501159,True,True,True,True,False
p02402,Description_Simple,1.0,0.9,0.95,True,0.5963078737258911,0.35369212627410884,True,True,True,True,False
p02402,Description_Vague,0.4,0.9,0.65,True,0.5848433375358582,0.06515666246414187,True,True,True,True,False
p03416,Description_Detailed,0.4,0.2,0.30000000000000004,False,0.38607001304626465,0.0860700130462646,True,False,False,False,True
p03416,Description_Fewshot,0.3,0.6,0.44999999999999996,False,0.44507357478141785,0.004926425218582109,True,False,False,False,True
p03416,Description_Reason,0.6,0.6,0.6,True,0.389323353767395,0.21067664623260496,False,True,False,False,False
p03416,Description_Simple,1.0,0.2,0.6,True,0.4487089514732361,0.1512910485267639,False,True,False,False,False
p03416,Description_Vague,0.3,0.6,0.44999999999999996,False,0.3809297978878021,0.06907020211219783,True,False,False,False,True
p02934,Description_Detailed,1.0,0.6,0.8,True,0.31053051352500916,0.4894694864749909,False,True,False,False,False
p02934,Description_Fewshot,1.0,0.0,0.5,True,0.4783696234226227,0.02163037657737732,False,True,False,False,False
p02934,Description_Reason,1.0,0.9,0.95,True,0.3528152108192444,0.5971847891807556,False,True,False,False,False
p02934,Description_Simple,1.0,0.4,0.7,True,0.367424339056015,0.33257566094398494,False,True,False,False,False
p02934,Description_Vague,1.0,0.9,0.95,True,0.2760013937950134,0.6739986062049865,False,True,False,False,False
p03814,Description_Detailed,1.0,0.9,0.95,True,0.2303333729505539,0.7196666270494461,False,True,False,False,False
p03814,Description_Fewshot,1.0,0.9,0.95,True,0.6231133937835693,0.3268866062164306,True,True,True,True,False
p03814,Description_Reason,1.0,0.0,0.5,True,0.5516334772109985,0.051633477210998535,True,True,True,True,False
p03814,Description_Simple,0.9,0.9,0.9,True,0.6162682175636292,0.28373178243637087,True,True,True,True,False
p03814,Description_Vague,1.0,0.9,0.95,True,0.2370021939277649,0.7129978060722351,False,True,False,False,False
p02759,Description_Detailed,0.4,0.2,0.30000000000000004,False,0.2357199788093567,0.06428002119064335,True,False,False,False,True
p02759,Description_Fewshot,0.0,0.0,0.0,False,0.20804744958877563,0.20804744958877563,True,False,False,False,True
p02759,Description_Reason,0.0,0.0,0.0,False,0.2360461950302124,0.2360461950302124,True,False,False,False,True
p02759,Description_Simple,0.4,0.0,0.2,False,0.189274862408638,0.01072513759136201,True,False,False,False,True
p02759,Description_Vague,0.0,0.0,0.0,False,0.22062329947948456,0.22062329947948456,True,False,False,False,True
p03042,Description_Detailed,1.0,0.9,0.95,True,0.6280686855316162,0.32193131446838374,True,True,True,True,False
p03042,Description_Fewshot,1.0,0.9,0.95,True,0.6009219884872437,0.3490780115127563,True,True,True,True,False
p03042,Description_Reason,0.9,0.7,0.8,True,0.5694348216056824,0.23056517839431767,True,True,True,True,False
p03042,Description_Simple,0.7,0.9,0.8,True,0.45439332723617554,0.3456066727638245,False,True,False,False,False
p03042,Description_Vague,1.0,0.6,0.8,True,0.45659947395324707,0.343400526046753,False,True,False,False,False
p03011,Description_Detailed,1.0,0.9,0.95,True,0.42963188886642456,0.5203681111335754,False,True,False,False,False
p03011,Description_Fewshot,1.0,0.6,0.8,True,0.6759136915206909,0.12408630847930913,True,True,True,True,False
p03011,Description_Reason,1.0,0.6,0.8,True,0.6650623083114624,0.13493769168853764,True,True,True,True,False
p03011,Description_Simple,0.9,0.9,0.9,True,0.6086302399635315,0.29136976003646853,True,True,True,True,False
p03011,Description_Vague,0.4,0.9,0.65,True,0.6403781771659851,0.009621822834014915,True,True,True,True,False
p03854,Description_Detailed,1.0,0.6,0.8,True,0.5764224529266357,0.2235775470733643,True,True,True,True,False
p03854,Description_Fewshot,0.4,0.2,0.30000000000000004,False,0.5609971284866333,0.26099712848663326,False,False,True,False,False
p03854,Description_Reason,0.4,0.9,0.65,True,0.5042235851287842,0.14577641487121584,True,True,True,True,False
p03854,Description_Simple,0.4,0.9,0.65,True,0.4356459379196167,0.21435406208038332,False,True,False,False,False
p03854,Description_Vague,0.4,0.2,0.30000000000000004,False,0.45236390829086304,0.152363908290863,True,False,False,False,True
p03060,Description_Detailed,0.0,0.1,0.05,False,0.2562881410121918,0.20628814101219178,True,False,False,False,True
p03060,Description_Fewshot,0.9,0.2,0.55,True,0.2602243721485138,0.28977562785148625,False,True,False,False,False
p03060,Description_Reason,0.4,0.9,0.65,True,0.17519423365592957,0.47480576634407046,False,True,False,False,False
p03060,Description_Simple,1.0,0.0,0.5,True,0.30733025074005127,0.19266974925994873,False,True,False,False,False
p03060,Description_Vague,0.4,0.9,0.65,True,0.1836727261543274,0.46632727384567263,False,True,False,False,False
p02718,Description_Detailed,0.0,0.9,0.45,False,0.584201991558075,0.13420199155807494,False,False,True,False,False
p02718,Description_Fewshot,0.0,0.0,0.0,False,0.5026901364326477,0.5026901364326477,False,False,True,False,False
p02718,Description_Reason,1.0,0.9,0.95,True,0.4702332615852356,0.47976673841476436,False,True,False,False,False
p02718,Description_Simple,1.0,0.9,0.95,True,0.5833810567855835,0.36661894321441646,True,True,True,True,False
p02718,Description_Vague,1.0,0.9,0.95,True,0.5866459608078003,0.36335403919219966,True,True,True,True,False
p02394,Description_Detailed,1.0,0.9,0.95,True,0.7032209634780884,0.24677903652191158,True,True,True,True,False
p02394,Description_Fewshot,1.0,0.9,0.95,True,0.7984163761138916,0.15158362388610835,True,True,True,True,False
p02394,Description_Reason,1.0,0.9,0.95,True,0.7491084337234497,0.20089156627655025,True,True,True,True,False
p02394,Description_Simple,1.0,0.9,0.95,True,0.8000918626785278,0.14990813732147212,True,True,True,True,False
p02394,Description_Vague,1.0,0.9,0.95,True,0.7052652835845947,0.24473471641540523,True,True,True,True,False
p00003,Description_Detailed,1.0,0.9,0.95,True,0.7027682662010193,0.24723173379898067,True,True,True,True,False
p00003,Description_Fewshot,1.0,0.9,0.95,True,0.7603909373283386,0.18960906267166133,True,True,True,True,False
p00003,Description_Reason,1.0,0.9,0.95,True,0.7418965101242065,0.2081034898757934,True,True,True,True,False
p00003,Description_Simple,1.0,0.9,0.95,True,0.7791761159896851,0.1708238840103149,True,True,True,True,False
p00003,Description_Vague,1.0,0.9,0.95,True,0.640613853931427,0.30938614606857295,True,True,True,True,False
p02957,Description_Detailed,1.0,0.9,0.95,True,0.16256484389305115,0.7874351561069488,False,True,False,False,False
p02957,Description_Fewshot,1.0,0.9,0.95,True,0.6235545873641968,0.3264454126358032,True,True,True,True,False
p02957,Description_Reason,1.0,0.6,0.8,True,0.44543009996414185,0.3545699000358582,False,True,False,False,False
p02957,Description_Simple,1.0,0.3,0.65,True,0.42276909947395325,0.22723090052604678,False,True,False,False,False
p02957,Description_Vague,1.0,0.8,0.9,True,0.1932995617389679,0.7067004382610321,False,True,False,False,False
p03285,Description_Detailed,0.6,0.9,0.75,True,0.29995331168174744,0.45004668831825256,False,True,False,False,False
p03285,Description_Fewshot,0.6,0.8,0.7,True,0.4064315855503082,0.29356841444969173,False,True,False,False,False
p03285,Description_Reason,0.4,0.6,0.5,True,0.3236583471298218,0.17634165287017822,False,True,False,False,False
p03285,Description_Simple,0.4,0.6,0.5,True,0.37118157744407654,0.12881842255592346,False,True,False,False,False
p03285,Description_Vague,0.4,0.9,0.65,True,0.29220083355903625,0.35779916644096377,False,True,False,False,False
p02403,Description_Detailed,0.7,0.9,0.8,True,0.4148375391960144,0.38516246080398564,False,True,False,False,False
p02403,Description_Fewshot,0.7,0.9,0.8,True,0.5814939141273499,0.2185060858726502,True,True,True,True,False
p02403,Description_Reason,0.4,0.6,0.5,True,0.5441120862960815,0.04411208629608154,True,True,True,True,False
p02403,Description_Simple,0.6,0.6,0.6,True,0.6103875041007996,0.010387504100799583,True,True,True,True,False
p02403,Description_Vague,0.6,0.9,0.75,True,0.42801013588905334,0.32198986411094666,False,True,False,False,False
p02659,Description_Detailed,1.0,0.9,0.95,True,0.5763340592384338,0.3736659407615661,True,True,True,True,False
p02659,Description_Fewshot,0.4,0.9,0.65,True,0.572510838508606,0.07748916149139407,True,True,True,True,False
p02659,Description_Reason,0.6,0.9,0.75,True,0.5970360040664673,0.15296399593353271,True,True,True,True,False
p02659,Description_Simple,0.7,0.9,0.8,True,0.6724345684051514,0.12756543159484868,True,True,True,True,False
p02659,Description_Vague,1.0,0.9,0.95,True,0.19943705201148987,0.7505629479885101,False,True,False,False,False
p02577,Description_Detailed,1.0,0.9,0.95,True,0.6317410469055176,0.3182589530944824,True,True,True,True,False
p02577,Description_Fewshot,1.0,0.9,0.95,True,0.7686756253242493,0.1813243746757507,True,True,True,True,False
p02577,Description_Reason,1.0,0.9,0.95,True,0.763562798500061,0.18643720149993892,True,True,True,True,False
p02577,Description_Simple,1.0,0.9,0.95,True,0.812483012676239,0.13751698732376094,True,True,True,True,False
p02577,Description_Vague,1.0,0.1,0.55,True,0.12987034022808075,0.4201296597719193,False,True,False,False,False
p02404,Description_Detailed,0.9,0.9,0.9,True,0.4162498712539673,0.48375012874603274,False,True,False,False,False
p02404,Description_Fewshot,0.6,0.9,0.75,True,0.45426762104034424,0.29573237895965576,False,True,False,False,False
p02404,Description_Reason,1.0,0.6,0.8,True,0.4029972553253174,0.39700274467468266,False,True,False,False,False
p02404,Description_Simple,0.6,0.9,0.75,True,0.44495418667793274,0.30504581332206726,False,True,False,False,False
p02404,Description_Vague,0.9,0.9,0.9,True,0.3551565706729889,0.5448434293270111,False,True,False,False,False
p03160,Description_Detailed,1.0,0.6,0.8,True,0.5210790634155273,0.2789209365844727,True,True,True,True,False
p03160,Description_Fewshot,0.7,0.9,0.8,True,0.5828461050987244,0.21715389490127568,True,True,True,True,False
p03160,Description_Reason,1.0,0.6,0.8,True,0.5240772366523743,0.2759227633476258,True,True,True,True,False
p03160,Description_Simple,1.0,0.1,0.55,True,0.5948368310928345,0.04483683109283443,True,True,True,True,False
p03160,Description_Vague,0.9,0.0,0.45,False,0.5986911058425903,0.14869110584259032,False,False,True,False,False
p02981,Description_Detailed,0.4,0.0,0.2,False,0.1842195838689804,0.015780416131019603,True,False,False,False,True
p02981,Description_Fewshot,0.9,0.9,0.9,True,0.24415116012096405,0.655848839879036,False,True,False,False,False
p02981,Description_Reason,0.9,0.0,0.45,False,0.20844696462154388,0.24155303537845613,True,False,False,False,True
p02981,Description_Simple,1.0,0.6,0.8,True,0.2714611291885376,0.5285388708114624,False,True,False,False,False
p02981,Description_Vague,1.0,0.9,0.95,True,0.21024318039417267,0.7397568196058273,False,True,False,False,False
p02396,Description_Detailed,1.0,0.9,0.95,True,0.5149078965187073,0.4350921034812927,True,True,True,True,False
p02396,Description_Fewshot,0.4,0.6,0.5,True,0.5652866363525391,0.06528663635253906,True,True,True,True,False
p02396,Description_Reason,0.6,0.6,0.6,True,0.4929383099079132,0.10706169009208677,False,True,False,False,False
p02396,Description_Simple,0.4,0.6,0.5,True,0.5167582631111145,0.016758263111114502,True,True,True,True,False
p02396,Description_Vague,0.7,0.6,0.6499999999999999,True,0.5274684429168701,0.1225315570831298,True,True,True,True,False
p02922,Description_Detailed,0.4,0.9,0.65,True,0.3356322646141052,0.3143677353858948,False,True,False,False,False
p02922,Description_Fewshot,0.9,0.6,0.75,True,0.43883758783340454,0.31116241216659546,False,True,False,False,False
p02922,Description_Reason,0.4,0.0,0.2,False,0.3033854067325592,0.10338540673255919,True,False,False,False,True
p02922,Description_Simple,0.0,0.9,0.45,False,0.2715889811515808,0.1784110188484192,True,False,False,False,True
p02922,Description_Vague,0.0,0.2,0.1,False,0.26335838437080383,0.16335838437080383,True,False,False,False,True
p03147,Description_Detailed,1.0,0.2,0.6,True,0.4018203020095825,0.19817969799041746,False,True,False,False,False
p03147,Description_Fewshot,0.0,0.8,0.4,False,0.4574463367462158,0.0574463367462158,True,False,False,False,True
p03147,Description_Reason,0.0,0.2,0.1,False,0.47755271196365356,0.3775527119636536,True,False,False,False,True
p03147,Description_Simple,0.0,0.0,0.0,False,0.4995090663433075,0.4995090663433075,True,False,False,False,True
p03147,Description_Vague,1.0,0.9,0.95,True,0.47352731227874756,0.4764726877212524,False,True,False,False,False
p02917,Description_Detailed,0.9,0.9,0.9,True,0.6033313274383545,0.29666867256164553,True,True,True,True,False
p02917,Description_Fewshot,0.4,0.9,0.65,True,0.5218970775604248,0.12810292243957522,True,True,True,True,False
p02917,Description_Reason,0.7,0.9,0.8,True,0.6098792552947998,0.19012074470520024,True,True,True,True,False
p02917,Description_Simple,0.4,0.9,0.65,True,0.6421447992324829,0.007855200767517112,True,True,True,True,False
p02917,Description_Vague,0.9,0.9,0.9,True,0.4547281563282013,0.44527184367179873,False,True,False,False,False
p03282,Description_Detailed,1.0,0.9,0.95,True,0.3884464502334595,0.5615535497665405,False,True,False,False,False
p03282,Description_Fewshot,0.0,0.9,0.45,False,0.6963481903076172,0.24634819030761718,False,False,True,False,False
p03282,Description_Reason,0.4,0.9,0.65,True,0.6218370199203491,0.0281629800796509,True,True,True,True,False
p03282,Description_Simple,1.0,0.6,0.8,True,0.6597753167152405,0.14022468328475957,True,True,True,True,False
p03282,Description_Vague,1.0,0.9,0.95,True,0.3222936987876892,0.6277063012123107,False,True,False,False,False
p02971,Description_Detailed,1.0,0.0,0.5,True,0.5446290373802185,0.044629037380218506,True,True,True,True,False
p02971,Description_Fewshot,1.0,0.9,0.95,True,0.5982609987258911,0.35173900127410884,True,True,True,True,False
p02971,Description_Reason,0.0,0.9,0.45,False,0.6014351844787598,0.15143518447875975,False,False,True,False,False
p02971,Description_Simple,0.0,0.9,0.45,False,0.5388763546943665,0.08887635469436644,False,False,True,False,False
p02971,Description_Vague,1.0,0.5,0.75,True,0.5368138551712036,0.2131861448287964,True,True,True,True,False
p02401,Description_Detailed,1.0,0.6,0.8,True,0.6059048175811768,0.1940951824188233,True,True,True,True,False
p02401,Description_Fewshot,1.0,0.9,0.95,True,0.6883423328399658,0.26165766716003414,True,True,True,True,False
p02401,Description_Reason,0.9,0.9,0.9,True,0.6841574311256409,0.21584256887435915,True,True,True,True,False
p02401,Description_Simple,1.0,0.9,0.95,True,0.6189510822296143,0.3310489177703857,True,True,True,True,False
p02401,Description_Vague,1.0,0.9,0.95,True,0.5227148532867432,0.4272851467132568,True,True,True,True,False
p02693,Description_Detailed,0.9,0.9,0.9,True,0.5429565906524658,0.3570434093475342,True,True,True,True,False
p02693,Description_Fewshot,0.9,0.6,0.75,True,0.5562363862991333,0.1937636137008667,True,True,True,True,False
p02693,Description_Reason,1.0,0.5,0.75,True,0.559255063533783,0.19074493646621704,True,True,True,True,False
p02693,Description_Simple,0.0,0.8,0.4,False,0.5987917184829712,0.19879171848297117,False,False,True,False,False
p02693,Description_Vague,1.0,0.9,0.95,True,0.13160303235054016,0.8183969676494598,False,True,False,False,False
p02910,Description_Detailed,0.0,0.9,0.45,False,0.43183469772338867,0.01816530227661134,True,False,False,False,True
p02910,Description_Fewshot,1.0,0.6,0.8,True,0.678626537322998,0.121373462677002,True,True,True,True,False
p02910,Description_Reason,0.0,0.8,0.4,False,0.7275310158729553,0.3275310158729553,False,False,True,False,False
p02910,Description_Simple,0.0,0.9,0.45,False,0.5979629755020142,0.14796297550201415,False,False,True,False,False
p02910,Description_Vague,1.0,0.6,0.8,True,0.5307488441467285,0.26925115585327153,True,True,True,True,False
p02947,Description_Detailed,1.0,0.9,0.95,True,0.6896934509277344,0.2603065490722656,True,True,True,True,False
p02947,Description_Fewshot,1.0,0.0,0.5,True,0.7453246712684631,0.24532467126846313,True,True,True,True,False
p02947,Description_Reason,0.9,0.9,0.9,True,0.6756607890129089,0.2243392109870911,True,True,True,True,False
p02947,Description_Simple,1.0,0.9,0.95,True,0.7971076965332031,0.15289230346679683,True,True,True,True,False
p02947,Description_Vague,0.9,0.9,0.9,True,0.5294170379638672,0.37058296203613283,True,True,True,True,False
p02886,Description_Detailed,1.0,0.9,0.95,True,0.17936351895332336,0.7706364810466766,False,True,False,False,False
p02886,Description_Fewshot,1.0,0.9,0.95,True,0.6187101602554321,0.3312898397445678,True,True,True,True,False
p02886,Description_Reason,1.0,0.9,0.95,True,0.6382769346237183,0.3117230653762817,True,True,True,True,False
p02886,Description_Simple,1.0,0.9,0.95,True,0.6673391461372375,0.2826608538627624,True,True,True,True,False
p02886,Description_Vague,1.0,0.9,0.95,True,0.6714876294136047,0.2785123705863952,True,True,True,True,False
p03102,Description_Detailed,1.0,0.9,0.95,True,0.2324146181344986,0.7175853818655014,False,True,False,False,False
p03102,Description_Fewshot,1.0,0.9,0.95,True,0.5152807235717773,0.4347192764282226,True,True,True,True,False
p03102,Description_Reason,1.0,0.9,0.95,True,0.2555291950702667,0.6944708049297332,False,True,False,False,False
p03102,Description_Simple,1.0,0.9,0.95,True,0.39590945839881897,0.554090541601181,False,True,False,False,False
p03102,Description_Vague,1.0,0.9,0.95,True,0.26883789896965027,0.6811621010303497,False,True,False,False,False
p03012,Description_Detailed,1.0,0.9,0.95,True,0.5671657919883728,0.38283420801162715,True,True,True,True,False
p03012,Description_Fewshot,0.6,0.9,0.75,True,0.6226101517677307,0.1273898482322693,True,True,True,True,False
