Sub_Directory,Description_Type,LLM_GPT4o_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p03146,Description_Detailed,0.9,0.6,0.75,True,0.4102065861225128,0.3397934138774872,False,True,False,False,False
p03146,Description_Fewshot,0.3,0.9,0.6,True,0.5111530423164368,0.08884695768356321,True,True,True,True,False
p03146,Description_Reason,0.0,0.6,0.3,False,0.44318974018096924,0.14318974018096925,True,False,False,False,True
p03146,Description_Simple,0.9,0.9,0.9,True,0.4198433756828308,0.4801566243171692,False,True,False,False,False
p03146,Description_Vague,0.6,0.1,0.35,False,0.457926481962204,0.107926481962204,True,False,False,False,True
p02622,Description_Detailed,0.6,0.2,0.4,False,0.3979930877685547,0.0020069122314453347,True,False,False,False,True
p02622,Description_Fewshot,0.7,0.6,0.6499999999999999,True,0.41628265380859375,0.23371734619140616,False,True,False,False,False
p02622,Description_Reason,0.8,0.9,0.8500000000000001,True,0.37212011218070984,0.47787988781929025,False,True,False,False,False
p02622,Description_Simple,0.6,0.9,0.75,True,0.4207581579685211,0.3292418420314789,False,True,False,False,False
p02622,Description_Vague,0.0,0.6,0.3,False,0.412161260843277,0.11216126084327699,True,False,False,False,True
p02263,Description_Detailed,0.8,0.9,0.8500000000000001,True,0.7309997081756592,0.11900029182434091,True,True,True,True,False
p02263,Description_Fewshot,0.9,0.8,0.8500000000000001,True,0.8118851780891418,0.03811482191085824,True,True,True,True,False
p02263,Description_Reason,0.8,0.8,0.8,True,0.7551566362380981,0.0448433637619019,True,True,True,True,False
p02263,Description_Simple,0.9,0.0,0.45,False,0.7239950895309448,0.2739950895309448,False,False,True,False,False
p02263,Description_Vague,0.9,0.9,0.9,True,0.6873502135276794,0.21264978647232058,True,True,True,True,False
p02707,Description_Detailed,0.6,0.1,0.35,False,0.23340490460395813,0.11659509539604185,True,False,False,False,True
p02707,Description_Fewshot,0.9,0.9,0.9,True,0.3396880626678467,0.5603119373321533,False,True,False,False,False
p02707,Description_Reason,0.1,0.9,0.5,True,0.25393354892730713,0.24606645107269287,False,True,False,False,False
p02707,Description_Simple,0.6,0.9,0.75,True,0.30944064259529114,0.44055935740470886,False,True,False,False,False
p02707,Description_Vague,0.9,0.4,0.65,True,0.23828716576099396,0.41171283423900606,False,True,False,False,False
p03814,Description_Detailed,0.9,0.6,0.75,True,0.6367824077606201,0.11321759223937988,True,True,True,True,False
p03814,Description_Fewshot,0.1,0.6,0.35,False,0.5792717337608337,0.22927173376083376,False,False,True,False,False
p03814,Description_Reason,0.9,0.9,0.9,True,0.4814465045928955,0.4185534954071045,False,True,False,False,False
p03814,Description_Simple,0.2,0.9,0.55,True,0.562960684299469,0.01296068429946895,True,True,True,True,False
p03814,Description_Vague,0.1,0.9,0.5,True,0.3389328122138977,0.1610671877861023,False,True,False,False,False
p02981,Description_Detailed,0.9,0.9,0.9,True,0.21251821517944336,0.6874817848205567,False,True,False,False,False
p02981,Description_Fewshot,0.6,0.3,0.44999999999999996,False,0.2806139588356018,0.16938604116439815,True,False,False,False,True
p02981,Description_Reason,0.9,0.1,0.5,True,0.27277469635009766,0.22722530364990234,False,True,False,False,False
p02981,Description_Simple,0.2,0.1,0.15000000000000002,False,0.2622949182987213,0.11229491829872129,True,False,False,False,True
p02981,Description_Vague,0.1,0.1,0.1,False,0.16649097204208374,0.06649097204208373,True,False,False,False,True
p00003,Description_Detailed,0.9,0.9,0.9,True,0.7647827863693237,0.1352172136306763,True,True,True,True,False
p00003,Description_Fewshot,0.9,0.9,0.9,True,0.6400258541107178,0.25997414588928225,True,True,True,True,False
p00003,Description_Reason,0.6,0.1,0.35,False,0.6568015217781067,0.3068015217781067,False,False,True,False,False
p00003,Description_Simple,0.9,0.9,0.9,True,0.5899039506912231,0.3100960493087769,True,True,True,True,False
p00003,Description_Vague,0.9,0.6,0.75,True,0.5043067336082458,0.24569326639175415,True,True,True,True,False
p02879,Description_Detailed,0.4,0.9,0.65,True,0.24767757952213287,0.40232242047786715,False,True,False,False,False
p02879,Description_Fewshot,0.9,0.9,0.9,True,0.4461454153060913,0.4538545846939087,False,True,False,False,False
p02879,Description_Reason,0.1,0.9,0.5,True,0.345347136259079,0.15465286374092102,False,True,False,False,False
p02879,Description_Simple,0.6,0.6,0.6,True,0.42382320761680603,0.17617679238319395,False,True,False,False,False
p02879,Description_Vague,0.9,0.1,0.5,True,0.11179507523775101,0.388204924762249,False,True,False,False,False
p02753,Description_Detailed,0.1,0.1,0.1,False,0.4413137435913086,0.3413137435913086,True,False,False,False,True
p02753,Description_Fewshot,0.1,0.9,0.5,True,0.34845998883247375,0.15154001116752625,False,True,False,False,False
p02753,Description_Reason,0.9,0.0,0.45,False,0.34502112865448,0.10497887134552003,True,False,False,False,True
p02753,Description_Simple,0.0,0.0,0.0,False,0.34769660234451294,0.34769660234451294,True,False,False,False,True
p02753,Description_Vague,0.0,0.1,0.05,False,0.3678830564022064,0.31788305640220643,True,False,False,False,True
p02847,Description_Detailed,0.2,0.9,0.55,True,0.27958235144615173,0.2704176485538483,False,True,False,False,False
p02847,Description_Fewshot,0.9,0.0,0.45,False,0.1729569435119629,0.2770430564880371,True,False,False,False,True
p02847,Description_Reason,0.9,0.0,0.45,False,0.2041744440793991,0.2458255559206009,True,False,False,False,True
p02847,Description_Simple,0.0,0.0,0.0,False,0.39620456099510193,0.39620456099510193,True,False,False,False,True
p02847,Description_Vague,0.0,0.0,0.0,False,0.1337929666042328,0.1337929666042328,True,False,False,False,True
p02688,Description_Detailed,0.0,0.9,0.45,False,0.554652214050293,0.10465221405029296,False,False,True,False,False
p02688,Description_Fewshot,0.1,0.0,0.05,False,0.535847544670105,0.485847544670105,False,False,True,False,False
p02688,Description_Reason,0.9,0.9,0.9,True,0.4750635027885437,0.4249364972114563,False,True,False,False,False
p02688,Description_Simple,0.9,0.9,0.9,True,0.46872419118881226,0.43127580881118777,False,True,False,False,False
p02688,Description_Vague,0.0,0.0,0.0,False,0.2544170618057251,0.2544170618057251,True,False,False,False,True
p02699,Description_Detailed,0.1,0.0,0.05,False,0.46082308888435364,0.41082308888435365,True,False,False,False,True
p02699,Description_Fewshot,0.9,0.9,0.9,True,0.5156770944595337,0.38432290554046633,True,True,True,True,False
p02699,Description_Reason,0.0,0.2,0.1,False,0.5089187622070312,0.40891876220703127,False,False,True,False,False
p02699,Description_Simple,0.9,0.0,0.45,False,0.6776248216629028,0.22762482166290282,False,False,True,False,False
p02699,Description_Vague,0.0,0.9,0.45,False,0.43559834361076355,0.014401656389236461,True,False,False,False,True
p02713,Description_Detailed,0.6,0.6,0.6,True,0.73825603723526,0.13825603723526003,True,True,True,True,False
p02713,Description_Fewshot,0.3,0.2,0.25,False,0.7762050032615662,0.5262050032615662,False,False,True,False,False
p02713,Description_Reason,0.6,0.1,0.35,False,0.6799097061157227,0.3299097061157227,False,False,True,False,False
p02713,Description_Simple,0.2,0.9,0.55,True,0.7089225053787231,0.1589225053787231,True,True,True,True,False
p02713,Description_Vague,0.4,0.6,0.5,True,0.715133786201477,0.21513378620147705,True,True,True,True,False
p03455,Description_Detailed,0.0,0.4,0.2,False,0.3757666051387787,0.17576660513877868,True,False,False,False,True
p03455,Description_Fewshot,0.9,0.0,0.45,False,0.31678029894828796,0.13321970105171205,True,False,False,False,True
p03455,Description_Reason,0.0,0.0,0.0,False,0.35512208938598633,0.35512208938598633,True,False,False,False,True
p03455,Description_Simple,0.0,0.0,0.0,False,0.5198408365249634,0.5198408365249634,False,False,True,False,False
p03455,Description_Vague,0.0,0.0,0.0,False,0.4307791590690613,0.4307791590690613,True,False,False,False,True
p03109,Description_Detailed,0.0,0.0,0.0,False,0.3724594712257385,0.3724594712257385,True,False,False,False,True
p03109,Description_Fewshot,0.0,0.0,0.0,False,0.2969709634780884,0.2969709634780884,True,False,False,False,True
p03109,Description_Reason,0.0,0.0,0.0,False,0.47976449131965637,0.47976449131965637,True,False,False,False,True
p03109,Description_Simple,0.0,0.0,0.0,False,0.3188473582267761,0.3188473582267761,True,False,False,False,True
p03109,Description_Vague,0.0,0.0,0.0,False,0.4572947025299072,0.4572947025299072,True,False,False,False,True
p02790,Description_Detailed,0.9,0.0,0.45,False,0.48271411657333374,0.03271411657333373,True,False,False,False,True
p02790,Description_Fewshot,0.0,0.6,0.3,False,0.4977901875972748,0.1977901875972748,True,False,False,False,True
p02790,Description_Reason,0.0,0.6,0.3,False,0.4820166826248169,0.1820166826248169,True,False,False,False,True
p02790,Description_Simple,0.0,0.1,0.05,False,0.4413122236728668,0.39131222367286683,True,False,False,False,True
p02790,Description_Vague,0.0,0.9,0.45,False,0.4112984538078308,0.0387015461921692,True,False,False,False,True
p02987,Description_Detailed,0.2,0.0,0.1,False,0.37590327858924866,0.2759032785892487,True,False,False,False,True
p02987,Description_Fewshot,0.0,0.0,0.0,False,0.3382337689399719,0.3382337689399719,True,False,False,False,True
p02987,Description_Reason,0.0,0.1,0.05,False,0.32959872484207153,0.27959872484207154,True,False,False,False,True
p02987,Description_Simple,0.0,0.2,0.1,False,0.3145510256290436,0.21455102562904357,True,False,False,False,True
p02987,Description_Vague,0.0,0.1,0.05,False,0.18202047049999237,0.13202047049999238,True,False,False,False,True
p03043,Description_Detailed,0.1,0.1,0.1,False,0.27404341101646423,0.17404341101646423,True,False,False,False,True
p03043,Description_Fewshot,0.1,0.1,0.1,False,0.3044748604297638,0.2044748604297638,True,False,False,False,True
p03043,Description_Reason,0.1,0.0,0.05,False,0.3474063277244568,0.2974063277244568,True,False,False,False,True
p03043,Description_Simple,0.4,0.1,0.25,False,0.3046235144138336,0.05462351441383362,True,False,False,False,True
p03043,Description_Vague,0.1,0.0,0.05,False,0.36407706141471863,0.31407706141471864,True,False,False,False,True
p03220,Description_Detailed,0.9,0.2,0.55,True,0.42106422781944275,0.1289357721805573,False,True,False,False,False
p03220,Description_Fewshot,0.2,0.0,0.1,False,0.5503360033035278,0.45033600330352785,False,False,True,False,False
p03220,Description_Reason,0.6,0.9,0.75,True,0.4727935492992401,0.2772064507007599,False,True,False,False,False
p03220,Description_Simple,0.9,0.9,0.9,True,0.4509509801864624,0.4490490198135376,False,True,False,False,False
p03220,Description_Vague,0.2,0.0,0.1,False,0.3871302008628845,0.28713020086288454,True,False,False,False,True
p03470,Description_Detailed,0.9,0.6,0.75,True,0.6470366716384888,0.10296332836151123,True,True,True,True,False
p03470,Description_Fewshot,0.1,0.9,0.5,True,0.5339214205741882,0.03392142057418823,True,True,True,True,False
p03470,Description_Reason,0.0,0.0,0.0,False,0.7024730443954468,0.7024730443954468,False,False,True,False,False
p03470,Description_Simple,0.9,0.9,0.9,True,0.7321481108665466,0.1678518891334534,True,True,True,True,False
p03470,Description_Vague,0.9,0.1,0.5,True,0.48611095547676086,0.013889044523239136,False,True,False,False,False
p02694,Description_Detailed,0.1,0.3,0.2,False,0.19497881829738617,0.005021181702613842,True,False,False,False,True
p02694,Description_Fewshot,0.3,0.9,0.6,True,0.616063117980957,0.016063117980957053,True,True,True,True,False
p02694,Description_Reason,0.8,0.6,0.7,True,0.5822547674179077,0.11774523258209224,True,True,True,True,False
p02694,Description_Simple,0.6,0.8,0.7,True,0.5386934280395508,0.16130657196044917,True,True,True,True,False
p02694,Description_Vague,0.9,0.9,0.9,True,0.48302632570266724,0.4169736742973328,False,True,False,False,False
p02399,Description_Detailed,0.2,0.6,0.4,False,0.6301597952842712,0.23015979528427122,False,False,True,False,False
p02399,Description_Fewshot,0.9,0.9,0.9,True,0.6546756625175476,0.24532433748245241,True,True,True,True,False
p02399,Description_Reason,0.6,0.9,0.75,True,0.6725233197212219,0.07747668027877808,True,True,True,True,False
p02399,Description_Simple,0.1,0.1,0.1,False,0.623701810836792,0.523701810836792,False,False,True,False,False
p02399,Description_Vague,0.8,0.1,0.45,False,0.4932835102081299,0.04328351020812987,True,False,False,False,True
p02264,Description_Detailed,0.9,0.8,0.8500000000000001,True,0.6334482431411743,0.21655175685882577,True,True,True,True,False
p02264,Description_Fewshot,0.1,0.6,0.35,False,0.5442468523979187,0.19424685239791872,False,False,True,False,False
p02264,Description_Reason,0.9,0.9,0.9,True,0.5788097977638245,0.32119020223617556,True,True,True,True,False
p02264,Description_Simple,0.2,0.2,0.2,False,0.7041784524917603,0.5041784524917603,False,False,True,False,False
p02264,Description_Vague,0.6,0.2,0.4,False,0.6044816970825195,0.2044816970825195,False,False,True,False,False
p02706,Description_Detailed,0.6,0.2,0.4,False,0.34722083806991577,0.05277916193008425,True,False,False,False,True
p02706,Description_Fewshot,0.8,0.9,0.8500000000000001,True,0.14549465477466583,0.7045053452253343,False,True,False,False,False
p02706,Description_Reason,0.6,0.6,0.6,True,0.10059360414743423,0.49940639585256574,False,True,False,False,False
p02706,Description_Simple,0.1,0.1,0.1,False,0.12013957649469376,0.02013957649469375,True,False,False,False,True
p02706,Description_Vague,0.2,0.3,0.25,False,0.08374889940023422,0.16625110059976578,True,False,False,False,True
p03071,Description_Detailed,0.9,0.9,0.9,True,0.23237404227256775,0.6676259577274323,False,True,False,False,False
p03071,Description_Fewshot,0.9,0.9,0.9,True,0.3497914671897888,0.5502085328102112,False,True,False,False,False
p03071,Description_Reason,0.9,0.9,0.9,True,0.45495477318763733,0.4450452268123627,False,True,False,False,False
p03071,Description_Simple,0.9,0.9,0.9,True,0.4643406271934509,0.4356593728065491,False,True,False,False,False
p03071,Description_Vague,0.9,0.0,0.45,False,0.15687701106071472,0.2931229889392853,True,False,False,False,True
p02553,Description_Detailed,0.0,0.9,0.45,False,0.5933440327644348,0.1433440327644348,False,False,True,False,False
p02553,Description_Fewshot,0.9,0.9,0.9,True,0.7122305631637573,0.1877694368362427,True,True,True,True,False
p02553,Description_Reason,0.1,0.9,0.5,True,0.642240047454834,0.14224004745483398,True,True,True,True,False
p02553,Description_Simple,0.6,0.6,0.6,True,0.5202092528343201,0.07979074716567991,True,True,True,True,False
p02553,Description_Vague,0.9,0.3,0.6,True,0.5121550559997559,0.08784494400024412,True,True,True,True,False
p00005,Description_Detailed,0.9,0.6,0.75,True,0.8357096910476685,0.08570969104766846,True,True,True,True,False
p00005,Description_Fewshot,0.6,0.1,0.35,False,0.8613309860229492,0.5113309860229492,False,False,True,False,False
p00005,Description_Reason,0.4,0.9,0.65,True,0.830839991569519,0.18083999156951902,True,True,True,True,False
p00005,Description_Simple,0.6,0.6,0.6,True,0.7912954092025757,0.1912954092025757,True,True,True,True,False
p00005,Description_Vague,0.6,0.6,0.6,True,0.8453398942947388,0.2453398942947388,True,True,True,True,False
p03998,Description_Detailed,0.1,0.2,0.15000000000000002,False,0.41096821427345276,0.26096821427345274,True,False,False,False,True
p03998,Description_Fewshot,0.0,0.1,0.05,False,0.3430776298046112,0.2930776298046112,True,False,False,False,True
p03998,Description_Reason,0.2,0.2,0.2,False,0.36752596497535706,0.16752596497535704,True,False,False,False,True
p03998,Description_Simple,0.0,0.0,0.0,False,0.38611194491386414,0.38611194491386414,True,False,False,False,True
p03998,Description_Vague,0.0,0.0,0.0,False,0.346831738948822,0.346831738948822,True,False,False,False,True
p02675,Description_Detailed,0.0,0.1,0.05,False,0.303445428609848,0.25344542860984803,True,False,False,False,True
p02675,Description_Fewshot,0.2,0.1,0.15000000000000002,False,0.31333401799201965,0.16333401799201963,True,False,False,False,True
p02675,Description_Reason,0.1,0.0,0.05,False,0.21172620356082916,0.16172620356082917,True,False,False,False,True
p02675,Description_Simple,0.1,0.0,0.05,False,0.29332906007766724,0.24332906007766725,True,False,False,False,True
p02675,Description_Vague,0.6,0.6,0.6,True,0.2857482135295868,0.3142517864704132,False,True,False,False,False
p03261,Description_Detailed,0.0,0.6,0.3,False,0.6699202656745911,0.3699202656745911,False,False,True,False,False
p03261,Description_Fewshot,0.6,0.0,0.3,False,0.710261344909668,0.410261344909668,False,False,True,False,False
p03261,Description_Reason,0.5,0.6,0.55,True,0.684198796749115,0.13419879674911495,True,True,True,True,False
p03261,Description_Simple,0.9,0.9,0.9,True,0.7014532089233398,0.19854679107666018,True,True,True,True,False
p03261,Description_Vague,0.4,0.4,0.4,False,0.5491701364517212,0.14917013645172117,False,False,True,False,False
p02402,Description_Detailed,0.1,0.9,0.5,True,0.5551677942276001,0.0551677942276001,True,True,True,True,False
p02402,Description_Fewshot,0.1,0.9,0.5,True,0.6708880662918091,0.17088806629180908,True,True,True,True,False
p02402,Description_Reason,0.9,0.3,0.6,True,0.5208086371421814,0.07919136285781858,True,True,True,True,False
p02402,Description_Simple,0.3,0.9,0.6,True,0.49040621519088745,0.10959378480911253,False,True,False,False,False
p02402,Description_Vague,0.0,0.1,0.05,False,0.3750191628932953,0.3250191628932953,True,False,False,False,True
p02777,Description_Detailed,0.3,0.3,0.3,False,0.14883953332901,0.15116046667098998,True,False,False,False,True
p02777,Description_Fewshot,0.9,0.2,0.55,True,0.16884773969650269,0.38115226030349736,False,True,False,False,False
p02777,Description_Reason,0.2,0.1,0.15000000000000002,False,0.1589517891407013,0.008951789140701272,True,False,False,False,True
p02777,Description_Simple,0.2,0.0,0.1,False,0.14365077018737793,0.043650770187377924,True,False,False,False,True
p02777,Description_Vague,0.9,0.2,0.55,True,0.16132694482803345,0.3886730551719666,False,True,False,False,False
p02802,Description_Detailed,0.2,0.0,0.1,False,0.2721617817878723,0.1721617817878723,True,False,False,False,True
p02802,Description_Fewshot,0.0,0.0,0.0,False,0.3114829957485199,0.3114829957485199,True,False,False,False,True
p02802,Description_Reason,0.0,0.0,0.0,False,0.3453141152858734,0.3453141152858734,True,False,False,False,True
p02802,Description_Simple,0.2,0.0,0.1,False,0.3399643898010254,0.23996438980102539,True,False,False,False,True
p02802,Description_Vague,0.2,0.3,0.25,False,0.15703999996185303,0.09296000003814697,True,False,False,False,True
p03835,Description_Detailed,0.9,0.8,0.8500000000000001,True,0.31816813349723816,0.5318318665027619,False,True,False,False,False
p03835,Description_Fewshot,0.6,0.3,0.44999999999999996,False,0.5393153429031372,0.08931534290313725,False,False,True,False,False
p03835,Description_Reason,0.6,0.6,0.6,True,0.2843647301197052,0.3156352698802948,False,True,False,False,False
p03835,Description_Simple,0.3,0.6,0.44999999999999996,False,0.30525583028793335,0.1447441697120666,True,False,False,False,True
p03835,Description_Vague,0.9,0.6,0.75,True,0.4814348518848419,0.2685651481151581,False,True,False,False,False
p02257,Description_Detailed,0.6,0.6,0.6,True,0.824096143245697,0.22409614324569704,True,True,True,True,False
p02257,Description_Fewshot,0.6,0.6,0.6,True,0.7178929448127747,0.11789294481277468,True,True,True,True,False
p02257,Description_Reason,0.1,0.1,0.1,False,0.8144260048866272,0.7144260048866272,False,False,True,False,False
p02257,Description_Simple,0.9,0.9,0.9,True,0.7552494406700134,0.1447505593299866,True,True,True,True,False
p02257,Description_Vague,0.6,0.2,0.4,False,0.7687878608703613,0.3687878608703613,False,False,True,False,False
p02754,Description_Detailed,0.6,0.9,0.75,True,0.4299372136592865,0.3200627863407135,False,True,False,False,False
p02754,Description_Fewshot,0.2,0.9,0.55,True,0.3696935176849365,0.18030648231506352,False,True,False,False,False
p02754,Description_Reason,0.8,0.5,0.65,True,0.37602701783180237,0.27397298216819765,False,True,False,False,False
p02754,Description_Simple,0.9,0.9,0.9,True,0.19387522339820862,0.7061247766017914,False,True,False,False,False
p02754,Description_Vague,0.4,0.2,0.30000000000000004,False,0.07996223121881485,0.2200377687811852,True,False,False,False,True
p03107,Description_Detailed,0.2,0.0,0.1,False,0.30755144357681274,0.20755144357681274,True,False,False,False,True
p03107,Description_Fewshot,0.9,0.9,0.9,True,0.4568813741207123,0.44311862587928774,False,True,False,False,False
p03107,Description_Reason,0.0,0.0,0.0,False,0.4517359435558319,0.4517359435558319,True,False,False,False,True
p03107,Description_Simple,0.2,0.1,0.15000000000000002,False,0.37521910667419434,0.2252191066741943,True,False,False,False,True
p03107,Description_Vague,0.1,0.6,0.35,False,0.31441470980644226,0.03558529019355772,True,False,False,False,True
p02819,Description_Detailed,0.0,0.9,0.45,False,0.582012951374054,0.13201295137405394,False,False,True,False,False
p02819,Description_Fewshot,0.6,0.4,0.5,True,0.52972412109375,0.02972412109375,True,True,True,True,False
p02819,Description_Reason,0.6,0.9,0.75,True,0.6358269453048706,0.1141730546951294,True,True,True,True,False
p02819,Description_Simple,0.6,0.1,0.35,False,0.6668087840080261,0.31680878400802615,False,False,True,False,False
p02819,Description_Vague,0.9,0.0,0.45,False,0.570624828338623,0.12062482833862304,False,False,True,False,False
