model,GPT-4o,GPT-3.5,O4-mini,Gemini,Llama-70B,Mistral,DeepSeek-V3.1,DeepSeek-R1,DeepSeek-V4-Pro,QwenCoder,Qwen3.7,Claude-5,GLM-5,Kimi-K2.7,GPT-5
GPT-4o,0,16.0061,11.128,11.5854,16.9207,13.7195,12.6524,14.0244,14.4817,10.6707,16.0061,13.1098,10.5183,11.2805,12.6524
GPT-3.5,16.0061,0,17.9878,19.3598,17.378,18.1402,16.4634,20.2744,19.8171,14.7866,21.9512,19.6646,18.9024,19.0549,19.8171
O4-mini,11.128,17.9878,0,10.2134,17.0732,14.4817,13.7195,11.4329,14.0244,14.4817,13.4146,11.7378,11.2805,10.5183,12.1951
Gemini,11.5854,19.3598,10.2134,0,16.9207,13.4146,12.6524,12.8049,14.4817,14.3293,11.7378,11.2805,10.2134,10.6707,12.9573
Llama-70B,16.9207,17.378,17.0732,16.9207,0,16.0061,15.8537,18.4451,17.9878,13.872,18.5976,17.2256,15.5488,16.6159,17.6829
Mistral,13.7195,18.1402,14.4817,13.4146,16.0061,0,12.9573,15.5488,14.4817,14.6341,16.9207,14.6341,13.5671,14.6341,17.2256
DeepSeek-V3.1,12.6524,16.4634,13.7195,12.6524,15.8537,12.9573,0,12.9573,13.4146,14.1768,13.4146,13.872,9.7561,12.3476,14.939
DeepSeek-R1,14.0244,20.2744,11.4329,12.8049,18.4451,15.5488,12.9573,0,14.7866,17.378,13.5671,11.8902,12.3476,12.1951,14.4817
DeepSeek-V4-Pro,14.4817,19.8171,14.0244,14.4817,17.9878,14.4817,13.4146,14.7866,0,16.311,16.1585,14.7866,13.7195,13.872,15.8537
QwenCoder,10.6707,14.7866,14.4817,14.3293,13.872,14.6341,14.1768,17.378,16.311,0,16.9207,15.8537,14.4817,12.8049,14.7866
Qwen3.7,16.0061,21.9512,13.4146,11.7378,18.5976,16.9207,13.4146,13.5671,16.1585,16.9207,0,14.4817,12.8049,12.9573,15.5488
Claude-5,13.1098,19.6646,11.7378,11.2805,17.2256,14.6341,13.872,11.8902,14.7866,15.8537,14.4817,0,11.128,13.7195,13.2622
GLM-5,10.5183,18.9024,11.2805,10.2134,15.5488,13.5671,9.7561,12.3476,13.7195,14.4817,12.8049,11.128,0,8.9939,12.8049
Kimi-K2.7,11.2805,19.0549,10.5183,10.6707,16.6159,14.6341,12.3476,12.1951,13.872,12.8049,12.9573,13.7195,8.9939,0,11.4329
GPT-5,12.6524,19.8171,12.1951,12.9573,17.6829,17.2256,14.939,14.4817,15.8537,14.7866,15.5488,13.2622,12.8049,11.4329,0
