Sub_Directory,Description_Type,Judge_1_Score,Judge_2_Score,Judge_3_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p00002,Description_Simple,1.0,1.0,1.0,1.0,True,0.6203804612159729,0.3796195387840271,True,True,True,True,False
p00003,Description_Simple,1.0,1.0,1.0,1.0,True,0.43237608671188354,0.5676239132881165,False,True,False,False,False
p00001,Description_Simple,1.0,1.0,1.0,1.0,True,0.7692890763282776,0.2307109236717224,True,True,True,True,False
p00006,Description_Simple,0.8,0.8,0.8,0.8,True,0.5483989715576172,0.25160102844238286,True,True,True,True,False
p02255,Description_Simple,1.0,1.0,1.0,1.0,True,0.6526682376861572,0.3473317623138428,True,True,True,True,False
p00007,Description_Simple,1.0,1.0,1.0,1.0,True,0.4809412658214569,0.5190587341785431,False,True,False,False,False
p00005,Description_Simple,0.8,0.8,0.8,0.8,True,0.5276743173599243,0.27232568264007573,True,True,True,True,False
p00011,Description_Simple,0.9,0.9,0.9,0.9,True,0.3769431710243225,0.5230568289756775,False,True,False,False,False
p02263,Description_Simple,0.9,0.9,0.9,0.9,True,0.40846624970436096,0.49153375029563906,False,True,False,False,False
p02260,Description_Simple,1.0,1.0,1.0,1.0,True,0.68829745054245,0.31170254945755005,True,True,True,True,False
p02258,Description_Simple,0.2,0.2,0.2,0.2,False,0.39845627546310425,0.19845627546310424,True,False,False,False,True
p02268,Description_Simple,0.6,0.6,0.6,0.6,True,0.41732531785964966,0.18267468214035032,False,True,False,False,False
p02257,Description_Simple,0.5,0.5,0.5,0.5,True,0.6187455058097839,0.11874550580978394,True,True,True,True,False
p02256,Description_Simple,0.7,0.7,0.7,0.7,True,0.5948576927185059,0.1051423072814941,True,True,True,True,False
p02264,Description_Simple,0.9,0.9,0.9,0.9,True,0.4918583631515503,0.40814163684844973,False,True,False,False,False
p02259,Description_Simple,1.0,1.0,1.0,1.0,True,0.7657558917999268,0.23424410820007324,True,True,True,True,False
p02392,Description_Simple,0.6,0.6,0.6,0.6,True,0.5814013481140137,0.018598651885986306,True,True,True,True,False
p02381,Description_Simple,0.9,0.9,0.9,0.9,True,0.656630277633667,0.24336972236633303,True,True,True,True,False
p02388,Description_Simple,1.0,1.0,1.0,1.0,True,0.5199183821678162,0.48008161783218384,True,True,True,True,False
p02390,Description_Simple,0.9,0.9,0.9,0.9,True,0.5028994083404541,0.3971005916595459,True,True,True,True,False
p02393,Description_Simple,1.0,1.0,1.0,1.0,True,0.6225734949111938,0.37742650508880615,True,True,True,True,False
p02389,Description_Simple,0.2,0.2,0.2,0.2,False,0.18614888191223145,0.013851118087768566,True,False,False,False,True
p02394,Description_Simple,0.9,0.9,0.9,0.9,True,0.7214998602867126,0.17850013971328738,True,True,True,True,False
p02403,Description_Simple,0.2,0.2,0.2,0.2,False,0.25680115818977356,0.05680115818977355,True,False,False,False,True
p02399,Description_Simple,0.9,0.9,0.9,0.9,True,0.5261553525924683,0.37384464740753176,True,True,True,True,False
p02398,Description_Simple,0.4,0.4,0.4,0.4,False,0.6386720538139343,0.2386720538139343,False,False,True,False,False
p02404,Description_Simple,0.8,0.8,0.8,0.8,True,0.33159780502319336,0.4684021949768067,False,True,False,False,False
p02401,Description_Simple,1.0,1.0,1.0,1.0,True,0.5835058689117432,0.41649413108825684,True,True,True,True,False
p02402,Description_Simple,1.0,1.0,1.0,1.0,True,0.5391350388526917,0.46086496114730835,True,True,True,True,False
p02396,Description_Simple,0.6,0.6,0.6,0.6,True,0.5862553715705872,0.01374462842941282,True,True,True,True,False
p02397,Description_Simple,0.9,0.9,0.9,0.9,True,0.49953556060791016,0.40046443939208987,False,True,False,False,False
p02400,Description_Simple,1.0,1.0,1.0,1.0,True,0.7488878965377808,0.25111210346221924,True,True,True,True,False
p02405,Description_Simple,1.0,1.0,1.0,1.0,True,0.37442535161972046,0.6255746483802795,False,True,False,False,False
p02407,Description_Simple,1.0,1.0,1.0,1.0,True,0.6744883060455322,0.3255116939544678,True,True,True,True,False
p02411,Description_Simple,0.2,0.2,0.2,0.2,False,0.6301649212837219,0.4301649212837219,False,False,True,False,False
p02406,Description_Simple,0.9,0.9,0.9,0.9,True,0.2737395465373993,0.6262604534626007,False,True,False,False,False
p02414,Description_Simple,1.0,1.0,1.0,1.0,True,0.5902125239372253,0.40978747606277466,True,True,True,True,False
p02410,Description_Simple,0.7,0.7,0.7,0.7,True,0.49820461869239807,0.20179538130760188,False,True,False,False,False
p02416,Description_Simple,0.2,0.2,0.2,0.2,False,0.512972354888916,0.312972354888916,False,False,True,False,False
p02412,Description_Simple,0.7,0.7,0.7,0.7,True,0.5189383625984192,0.18106163740158077,True,True,True,True,False
p02419,Description_Simple,0.9,0.9,0.9,0.9,True,0.45832833647727966,0.44167166352272036,False,True,False,False,False
p02409,Description_Simple,1.0,1.0,1.0,1.0,True,0.634138286113739,0.365861713886261,True,True,True,True,False
p02417,Description_Simple,0.8,0.8,0.8,0.8,True,0.6183593273162842,0.18164067268371586,True,True,True,True,False
p02413,Description_Simple,1.0,1.0,1.0,1.0,True,0.5503990650177002,0.4496009349822998,True,True,True,True,False
p02408,Description_Simple,0.7,0.7,0.7,0.7,True,0.4888731837272644,0.21112681627273555,False,True,False,False,False
