Sub_Directory,Description_Type,LLM_GPT4o_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p02994,Description_Fewshot,0.9,0.9,0.9,True,0.36956101655960083,0.5304389834403992,False,True,False,False,False
p02994,Description_Reason,0.9,0.9,0.9,True,0.5055197477340698,0.3944802522659302,True,True,True,True,False
p02994,Description_Simple,0.0,0.9,0.45,False,0.47905993461608887,0.029059934616088856,True,False,False,False,True
p02922,Description_Fewshot,0.9,0.9,0.9,True,0.5019840002059937,0.39801599979400637,True,True,True,True,False
p02922,Description_Reason,0.9,0.1,0.5,True,0.10799042880535126,0.39200957119464874,False,True,False,False,False
p02922,Description_Simple,0.9,0.1,0.5,True,0.44035035371780396,0.059649646282196045,False,True,False,False,False
p02414,Description_Fewshot,0.1,0.9,0.5,True,0.591579794883728,0.09157979488372803,True,True,True,True,False
p02414,Description_Reason,0.0,0.0,0.0,False,0.6392591595649719,0.6392591595649719,False,False,True,False,False
p02414,Description_Simple,0.0,0.9,0.45,False,0.6123718023300171,0.16237180233001708,False,False,True,False,False
p03854,Description_Fewshot,0.6,0.0,0.3,False,0.46943750977516174,0.16943750977516175,True,False,False,False,True
p03854,Description_Reason,0.9,0.2,0.55,True,0.38669365644454956,0.16330634355545048,False,True,False,False,False
p03854,Description_Simple,0.6,0.2,0.4,False,0.475968599319458,0.07596859931945799,True,False,False,False,True
p03324,Description_Fewshot,0.2,0.6,0.4,False,0.4434831440448761,0.043483144044876076,True,False,False,False,True
p03324,Description_Reason,0.4,0.6,0.5,True,0.4862358868122101,0.013764113187789917,False,True,False,False,False
p03324,Description_Simple,0.4,0.2,0.30000000000000004,False,0.4105604290962219,0.11056042909622188,True,False,False,False,True
p02970,Description_Fewshot,0.9,0.9,0.9,True,0.5229349136352539,0.3770650863647461,True,True,True,True,False
p02970,Description_Reason,0.9,0.8,0.8500000000000001,True,0.25329887866973877,0.5967011213302613,False,True,False,False,False
p02970,Description_Simple,0.9,0.6,0.75,True,0.4270358085632324,0.3229641914367676,False,True,False,False,False
p02771,Description_Fewshot,0.1,0.9,0.5,True,0.645898699760437,0.145898699760437,True,True,True,True,False
p02771,Description_Reason,0.9,0.9,0.9,True,0.5912432670593262,0.30875673294067385,True,True,True,True,False
p02771,Description_Simple,0.6,0.9,0.75,True,0.5697931051254272,0.18020689487457275,True,True,True,True,False
p02258,Description_Fewshot,0.9,0.9,0.9,True,0.6787072420120239,0.2212927579879761,True,True,True,True,False
p02258,Description_Reason,0.9,0.9,0.9,True,0.6372610330581665,0.2627389669418335,True,True,True,True,False
p02258,Description_Simple,0.9,0.9,0.9,True,0.6364678144454956,0.2635321855545044,True,True,True,True,False
p02682,Description_Fewshot,0.1,0.6,0.35,False,0.5522218346595764,0.20222183465957644,False,False,True,False,False
p02682,Description_Reason,0.9,0.9,0.9,True,0.5779838562011719,0.32201614379882815,True,True,True,True,False
p02682,Description_Simple,0.0,0.9,0.45,False,0.5456495881080627,0.09564958810806273,False,False,True,False,False
p02677,Description_Fewshot,0.0,0.1,0.05,False,0.5663653016090393,0.5163653016090393,False,False,True,False,False
p02677,Description_Reason,0.9,0.1,0.5,True,0.5621435046195984,0.06214350461959839,True,True,True,True,False
p02677,Description_Simple,0.9,0.0,0.45,False,0.5134138464927673,0.06341384649276732,False,False,True,False,False
p02628,Description_Fewshot,0.9,0.9,0.9,True,0.29660648107528687,0.6033935189247132,False,True,False,False,False
p02628,Description_Reason,0.8,0.6,0.7,True,0.46840596199035645,0.2315940380096435,False,True,False,False,False
p02628,Description_Simple,0.9,0.9,0.9,True,0.48672643303871155,0.4132735669612885,False,True,False,False,False
p03814,Description_Fewshot,0.6,0.9,0.75,True,0.6191332340240479,0.13086676597595215,True,True,True,True,False
p03814,Description_Reason,0.9,0.6,0.75,True,0.5712007880210876,0.17879921197891235,True,True,True,True,False
p03814,Description_Simple,0.8,0.9,0.8500000000000001,True,0.5637170672416687,0.2862829327583314,True,True,True,True,False
p02959,Description_Fewshot,0.6,0.6,0.6,True,0.24919365346431732,0.35080634653568266,False,True,False,False,False
p02959,Description_Reason,0.0,0.9,0.45,False,0.17392560839653015,0.27607439160346986,True,False,False,False,True
p02959,Description_Simple,0.0,0.4,0.2,False,0.312125027179718,0.112125027179718,True,False,False,False,True
p03220,Description_Fewshot,0.9,0.2,0.55,True,0.4048009514808655,0.14519904851913457,False,True,False,False,False
p03220,Description_Reason,0.2,0.0,0.1,False,0.27148741483688354,0.17148741483688354,True,False,False,False,True
p03220,Description_Simple,0.0,0.0,0.0,False,0.2715064585208893,0.2715064585208893,True,False,False,False,True
p02909,Description_Fewshot,0.9,0.0,0.45,False,0.2922956943511963,0.15770430564880372,True,False,False,False,True
p02909,Description_Reason,0.0,0.0,0.0,False,0.30128198862075806,0.30128198862075806,True,False,False,False,True
p02909,Description_Simple,0.0,0.0,0.0,False,0.2990538477897644,0.2990538477897644,True,False,False,False,True
p02389,Description_Fewshot,0.0,0.2,0.1,False,0.404373437166214,0.304373437166214,True,False,False,False,True
p02389,Description_Reason,0.9,0.9,0.9,True,0.4346749782562256,0.46532502174377444,False,True,False,False,False
p02389,Description_Simple,0.1,0.9,0.5,True,0.3845810890197754,0.11541891098022461,False,True,False,False,False
p03448,Description_Fewshot,0.9,0.1,0.5,True,0.7114620208740234,0.21146202087402344,True,True,True,True,False
p03448,Description_Reason,0.1,0.9,0.5,True,0.7307493686676025,0.23074936866760254,True,True,True,True,False
p03448,Description_Simple,0.1,0.1,0.1,False,0.6242937445640564,0.5242937445640564,False,False,True,False,False
p02717,Description_Fewshot,0.9,0.0,0.45,False,0.4467209577560425,0.0032790422439575306,True,False,False,False,True
p02717,Description_Reason,0.9,0.2,0.55,True,0.40157946944236755,0.1484205305576325,False,True,False,False,False
p02717,Description_Simple,0.1,0.0,0.05,False,0.3923628628253937,0.3423628628253937,True,False,False,False,True
p03109,Description_Fewshot,0.6,0.9,0.75,True,0.594559371471405,0.15544062852859497,True,True,True,True,False
p03109,Description_Reason,0.9,0.6,0.75,True,0.5135366916656494,0.23646330833435059,True,True,True,True,False
p03109,Description_Simple,0.2,0.9,0.55,True,0.5095744132995605,0.0404255867004395,True,True,True,True,False
p02391,Description_Fewshot,0.9,0.0,0.45,False,0.7621666789054871,0.31216667890548705,False,False,True,False,False
p02391,Description_Reason,0.6,0.6,0.6,True,0.7499234080314636,0.14992340803146365,True,True,True,True,False
p02391,Description_Simple,0.0,0.9,0.45,False,0.6861613988876343,0.23616139888763427,False,False,True,False,False
p02577,Description_Fewshot,0.9,0.9,0.9,True,0.7424776554107666,0.15752234458923342,True,True,True,True,False
p02577,Description_Reason,0.9,0.9,0.9,True,0.5971957445144653,0.3028042554855347,True,True,True,True,False
p02577,Description_Simple,0.9,0.9,0.9,True,0.6972370147705078,0.2027629852294922,True,True,True,True,False
p02880,Description_Fewshot,0.9,0.8,0.8500000000000001,True,0.6062045097351074,0.24379549026489267,True,True,True,True,False
p02880,Description_Reason,0.6,0.2,0.4,False,0.607947826385498,0.20794782638549802,False,False,True,False,False
p02880,Description_Simple,0.7,0.6,0.6499999999999999,True,0.5763691067695618,0.07363089323043814,True,True,True,True,False
p03293,Description_Fewshot,0.8,0.9,0.8500000000000001,True,0.6779835224151611,0.17201647758483896,True,True,True,True,False
p03293,Description_Reason,0.6,0.6,0.6,True,0.6206252574920654,0.020625257492065452,True,True,True,True,False
p03293,Description_Simple,0.9,0.9,0.9,True,0.6106852293014526,0.2893147706985474,True,True,True,True,False
p03102,Description_Fewshot,0.9,0.8,0.8500000000000001,True,0.6234105825424194,0.22658941745758066,True,True,True,True,False
p03102,Description_Reason,0.6,0.8,0.7,True,0.4145454168319702,0.28545458316802974,False,True,False,False,False
p03102,Description_Simple,0.9,0.9,0.9,True,0.4125610291957855,0.4874389708042145,False,True,False,False,False
p02729,Description_Fewshot,0.8,0.6,0.7,True,0.4365065395832062,0.2634934604167938,False,True,False,False,False
p02729,Description_Reason,0.9,0.7,0.8,True,0.2909657955169678,0.5090342044830323,False,True,False,False,False
p02729,Description_Simple,0.2,0.6,0.4,False,0.4385242760181427,0.03852427601814268,True,False,False,False,True
p03434,Description_Fewshot,0.9,0.6,0.75,True,0.773783802986145,0.02378380298614502,True,True,True,True,False
p03434,Description_Reason,0.6,0.9,0.75,True,0.7365401983261108,0.01345980167388916,True,True,True,True,False
p03434,Description_Simple,0.6,0.9,0.75,True,0.6378160715103149,0.11218392848968506,True,True,True,True,False
p02706,Description_Fewshot,0.9,0.6,0.75,True,0.26456698775291443,0.48543301224708557,False,True,False,False,False
p02706,Description_Reason,0.1,0.2,0.15000000000000002,False,0.22188079357147217,0.07188079357147215,True,False,False,False,True
p02706,Description_Simple,0.6,0.5,0.55,True,0.2444903701543808,0.30550962984561925,False,True,False,False,False
p02404,Description_Fewshot,0.6,0.9,0.75,True,0.3984365165233612,0.3515634834766388,False,True,False,False,False
p02404,Description_Reason,0.6,0.9,0.75,True,0.34885674715042114,0.40114325284957886,False,True,False,False,False
p02404,Description_Simple,0.9,0.1,0.5,True,0.3647224009037018,0.13527759909629822,False,True,False,False,False
p04030,Description_Fewshot,0.6,0.2,0.4,False,0.6132948398590088,0.21329483985900877,False,False,True,False,False
p04030,Description_Reason,0.6,0.6,0.6,True,0.6479105949401855,0.04791059494018557,True,True,True,True,False
p04030,Description_Simple,0.2,0.3,0.25,False,0.6660088896751404,0.4160088896751404,False,False,True,False,False
