Sub_Directory,Description_Type,Judge_1_Score,Judge_2_Score,Judge_3_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
mbpp_0031,Description_Simple,1.0,1.0,1.0,1.0,True,0.6773951053619385,0.3226048946380615,True,True,True,True,False
mbpp_0635,Description_Simple,1.0,1.0,1.0,1.0,True,0.552911639213562,0.447088360786438,True,True,True,True,False
mbpp_0342,Description_Simple,1.0,1.0,1.0,1.0,True,0.5824675559997559,0.41753244400024414,True,True,True,True,False
mbpp_0408,Description_Simple,0.4,0.4,0.4,0.4,False,0.44790327548980713,0.04790327548980711,True,False,False,False,True
mbpp_0771,Description_Simple,0.9,0.9,0.9,0.9,True,0.4403551518917084,0.45964484810829165,False,True,False,False,False
mbpp_0159,Description_Simple,1.0,1.0,1.0,1.0,True,0.656697154045105,0.343302845954895,True,True,True,True,False
mbpp_0323,Description_Simple,0.9,0.9,0.9,0.9,True,0.7297148108482361,0.17028518915176394,True,True,True,True,False
mbpp_0843,Description_Simple,1.0,1.0,1.0,1.0,True,0.6599878072738647,0.34001219272613525,True,True,True,True,False
mbpp_0189,Description_Simple,1.0,1.0,1.0,1.0,True,0.5985956192016602,0.40140438079833984,True,True,True,True,False
mbpp_0004,Description_Simple,0.8,0.8,0.8,0.8,True,0.5230871438980103,0.2769128561019898,True,True,True,True,False
mbpp_0245,Description_Simple,1.0,1.0,1.0,1.0,True,0.5862122178077698,0.4137877821922302,True,True,True,True,False
mbpp_0039,Description_Simple,1.0,1.0,1.0,1.0,True,0.5527925491333008,0.4472074508666992,True,True,True,True,False
mbpp_0069,Description_Simple,1.0,1.0,1.0,1.0,True,0.6416912078857422,0.3583087921142578,True,True,True,True,False
mbpp_0522,Description_Simple,1.0,1.0,1.0,1.0,True,0.8087809085845947,0.19121909141540527,True,True,True,True,False
mbpp_0822,Description_Simple,0.4,0.4,0.4,0.4,False,0.5837547183036804,0.1837547183036804,False,False,True,False,False
mbpp_0496,Description_Simple,1.0,1.0,1.0,1.0,True,0.7014926671981812,0.29850733280181885,True,True,True,True,False
mbpp_0209,Description_Simple,0.9,0.9,0.9,0.9,True,0.6589779257774353,0.24102207422256472,True,True,True,True,False
mbpp_0108,Description_Simple,0.4,0.4,0.4,0.4,False,0.41313958168029785,0.01313958168029783,True,False,False,False,True
mbpp_0372,Description_Simple,1.0,1.0,1.0,1.0,True,0.7540521621704102,0.24594783782958984,True,True,True,True,False
mbpp_0123,Description_Simple,1.0,1.0,1.0,1.0,True,0.681740939617157,0.318259060382843,True,True,True,True,False
mbpp_0776,Description_Simple,0.0,0.0,0.0,0.0,False,0.6805083751678467,0.6805083751678467,False,False,True,False,False
mbpp_0223,Description_Simple,1.0,1.0,1.0,1.0,True,0.7507917284965515,0.2492082715034485,True,True,True,True,False
mbpp_0515,Description_Simple,1.0,1.0,1.0,1.0,True,0.6475429534912109,0.35245704650878906,True,True,True,True,False
mbpp_0747,Description_Simple,1.0,1.0,1.0,1.0,True,0.7275140881538391,0.2724859118461609,True,True,True,True,False
mbpp_0940,Description_Simple,1.0,1.0,1.0,1.0,True,0.6770944595336914,0.3229055404663086,True,True,True,True,False
mbpp_0838,Description_Simple,1.0,1.0,1.0,1.0,True,0.7351646423339844,0.2648353576660156,True,True,True,True,False
mbpp_0423,Description_Simple,1.0,1.0,1.0,1.0,True,0.6702509522438049,0.32974904775619507,True,True,True,True,False
mbpp_0315,Description_Simple,0.9,0.9,0.9,0.9,True,0.8129605650901794,0.08703943490982058,True,True,True,True,False
mbpp_0834,Description_Simple,0.2,0.2,0.2,0.2,False,0.7596626877784729,0.559662687778473,False,False,True,False,False
mbpp_0074,Description_Simple,0.2,0.2,0.2,0.2,False,0.5021950602531433,0.3021950602531433,False,False,True,False,False
mbpp_0501,Description_Simple,0.4,0.4,0.4,0.4,False,0.6484348773956299,0.24843487739562986,False,False,True,False,False
mbpp_0938,Description_Simple,1.0,1.0,1.0,1.0,True,0.7471339702606201,0.2528660297393799,True,True,True,True,False
mbpp_0550,Description_Simple,0.4,0.4,0.4,0.4,False,0.48847654461860657,0.08847654461860655,True,False,False,False,True
mbpp_0306,Description_Simple,0.3,0.3,0.3,0.3,False,0.620940625667572,0.32094062566757203,False,False,True,False,False
mbpp_0901,Description_Simple,1.0,1.0,1.0,1.0,True,0.6154561638832092,0.38454383611679077,True,True,True,True,False
mbpp_0524,Description_Simple,1.0,1.0,1.0,1.0,True,0.770692765712738,0.22930723428726196,True,True,True,True,False
mbpp_0850,Description_Simple,0.9,0.9,0.9,0.9,True,0.5196718573570251,0.3803281426429749,True,True,True,True,False
mbpp_0523,Description_Simple,0.6,0.6,0.6,0.6,True,0.49019649624824524,0.10980350375175474,False,True,False,False,False
mbpp_0926,Description_Simple,0.7,0.7,0.7,0.7,True,0.6391724348068237,0.060827565193176225,True,True,True,True,False
mbpp_0811,Description_Simple,0.8,0.8,0.8,0.8,True,0.5877646803855896,0.21223531961441044,True,True,True,True,False
mbpp_0247,Description_Simple,1.0,1.0,1.0,1.0,True,0.7574863433837891,0.24251365661621094,True,True,True,True,False
mbpp_0453,Description_Simple,1.0,1.0,1.0,1.0,True,0.7669824361801147,0.23301756381988525,True,True,True,True,False
mbpp_0469,Description_Simple,1.0,1.0,1.0,1.0,True,0.7250277996063232,0.27497220039367676,True,True,True,True,False
mbpp_0463,Description_Simple,1.0,1.0,1.0,1.0,True,0.7546935677528381,0.24530643224716187,True,True,True,True,False
mbpp_0755,Description_Simple,0.6,0.6,0.6,0.6,True,0.6682159900665283,0.06821599006652834,True,True,True,True,False
mbpp_0060,Description_Simple,0.4,0.4,0.4,0.4,False,0.7626622319221497,0.36266223192214964,False,False,True,False,False
mbpp_0854,Description_Simple,1.0,1.0,1.0,1.0,True,0.4980856776237488,0.5019143223762512,False,True,False,False,False
mbpp_0382,Description_Simple,1.0,1.0,1.0,1.0,True,0.7014269828796387,0.29857301712036133,True,True,True,True,False
mbpp_0239,Description_Simple,1.0,1.0,1.0,1.0,True,0.6053507328033447,0.3946492671966553,True,True,True,True,False
mbpp_0107,Description_Simple,0.2,0.2,0.2,0.2,False,0.7113219499588013,0.5113219499588013,False,False,True,False,False
mbpp_0149,Description_Simple,1.0,1.0,1.0,1.0,True,0.7826825380325317,0.21731746196746826,True,True,True,True,False
mbpp_0689,Description_Simple,1.0,1.0,1.0,1.0,True,0.8053910732269287,0.1946089267730713,True,True,True,True,False
mbpp_0466,Description_Simple,0.9,0.9,0.9,0.9,True,0.7012303471565247,0.19876965284347536,True,True,True,True,False
mbpp_0826,Description_Simple,0.4,0.4,0.4,0.4,False,0.5829499363899231,0.18294993638992307,False,False,True,False,False
mbpp_0349,Description_Simple,0.3,0.3,0.3,0.3,False,0.7325307130813599,0.4325307130813599,False,False,True,False,False
mbpp_0121,Description_Simple,0.7,0.7,0.7,0.7,True,0.5860044360160828,0.11399556398391719,True,True,True,True,False
mbpp_0597,Description_Simple,1.0,1.0,1.0,1.0,True,0.6598838567733765,0.34011614322662354,True,True,True,True,False
mbpp_0485,Description_Simple,1.0,1.0,1.0,1.0,True,0.8305724263191223,0.16942757368087769,True,True,True,True,False
mbpp_0628,Description_Simple,0.7,0.7,0.7,0.7,True,0.5790539383888245,0.12094606161117549,True,True,True,True,False
mbpp_0129,Description_Simple,0.0,0.0,0.0,0.0,False,0.4650302529335022,0.4650302529335022,True,False,False,False,True
mbpp_0054,Description_Simple,1.0,1.0,1.0,1.0,True,0.6130489110946655,0.3869510889053345,True,True,True,True,False
mbpp_0863,Description_Simple,1.0,1.0,1.0,1.0,True,0.792069137096405,0.20793086290359497,True,True,True,True,False
mbpp_0152,Description_Simple,1.0,1.0,1.0,1.0,True,0.5900644659996033,0.40993553400039673,True,True,True,True,False
mbpp_0397,Description_Simple,1.0,1.0,1.0,1.0,True,0.6391000747680664,0.3608999252319336,True,True,True,True,False
mbpp_0885,Description_Simple,1.0,1.0,1.0,1.0,True,0.6461406946182251,0.3538593053817749,True,True,True,True,False
mbpp_0648,Description_Simple,0.2,0.2,0.2,0.2,False,0.5517367124557495,0.3517367124557495,False,False,True,False,False
mbpp_0971,Description_Simple,1.0,1.0,1.0,1.0,True,0.7017582654953003,0.2982417345046997,True,True,True,True,False
mbpp_0685,Description_Simple,1.0,1.0,1.0,1.0,True,0.6205477714538574,0.3794522285461426,True,True,True,True,False
mbpp_0468,Description_Simple,1.0,1.0,1.0,1.0,True,0.738456130027771,0.261543869972229,True,True,True,True,False
mbpp_0548,Description_Simple,1.0,1.0,1.0,1.0,True,0.7015754580497742,0.29842454195022583,True,True,True,True,False
mbpp_0256,Description_Simple,1.0,1.0,1.0,1.0,True,0.6590439081192017,0.34095609188079834,True,True,True,True,False
mbpp_0918,Description_Simple,1.0,1.0,1.0,1.0,True,0.5973312258720398,0.4026687741279602,True,True,True,True,False
mbpp_0622,Description_Simple,1.0,1.0,1.0,1.0,True,0.7280508279800415,0.2719491720199585,True,True,True,True,False
mbpp_0531,Description_Simple,1.0,1.0,1.0,1.0,True,0.7221490144729614,0.2778509855270386,True,True,True,True,False
mbpp_0702,Description_Simple,1.0,1.0,1.0,1.0,True,0.5630233883857727,0.4369766116142273,True,True,True,True,False
mbpp_0751,Description_Simple,1.0,1.0,1.0,1.0,True,0.7164578437805176,0.2835421562194824,True,True,True,True,False
mbpp_0181,Description_Simple,1.0,1.0,1.0,1.0,True,0.7996284365653992,0.20037156343460083,True,True,True,True,False
mbpp_0714,Description_Simple,0.0,0.0,0.0,0.0,False,0.5435009002685547,0.5435009002685547,False,False,True,False,False
mbpp_0717,Description_Simple,0.8,0.8,0.8,0.8,True,0.5990761518478394,0.2009238481521607,True,True,True,True,False
mbpp_0448,Description_Simple,0.0,0.0,0.0,0.0,False,0.331402063369751,0.331402063369751,True,False,False,False,True
mbpp_0846,Description_Simple,1.0,1.0,1.0,1.0,True,0.5611725449562073,0.4388274550437927,True,True,True,True,False
mbpp_0853,Description_Simple,1.0,1.0,1.0,1.0,True,0.6328926682472229,0.3671073317527771,True,True,True,True,False
mbpp_0516,Description_Simple,1.0,1.0,1.0,1.0,True,0.6465359330177307,0.3534640669822693,True,True,True,True,False
mbpp_0386,Description_Simple,1.0,1.0,1.0,1.0,True,0.7941286563873291,0.2058713436126709,True,True,True,True,False
mbpp_0122,Description_Simple,0.0,0.0,0.0,0.0,False,0.4187155067920685,0.4187155067920685,True,False,False,False,True
mbpp_0020,Description_Simple,1.0,1.0,1.0,1.0,True,0.6324218511581421,0.3675781488418579,True,True,True,True,False
mbpp_0032,Description_Simple,1.0,1.0,1.0,1.0,True,0.7187931537628174,0.2812068462371826,True,True,True,True,False
mbpp_0395,Description_Simple,1.0,1.0,1.0,1.0,True,0.7641240954399109,0.2358759045600891,True,True,True,True,False
mbpp_0492,Description_Simple,0.9,0.9,0.9,0.9,True,0.5459660291671753,0.35403397083282473,True,True,True,True,False
