Sub_Directory,Description_Type,Judge_1_Score,Judge_2_Score,Judge_3_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
mbpp_0771,Description_Simple,1.0,1.0,1.0,1.0,True,0.5028182864189148,0.4971817135810852,True,True,True,True,False
mbpp_0159,Description_Simple,1.0,1.0,1.0,1.0,True,0.6033116579055786,0.3966883420944214,True,True,True,True,False
mbpp_0323,Description_Simple,0.8,0.8,0.8,0.8,True,0.6389354467391968,0.16106455326080327,True,True,True,True,False
mbpp_0189,Description_Simple,1.0,1.0,1.0,1.0,True,0.6450679898262024,0.3549320101737976,True,True,True,True,False
mbpp_0039,Description_Simple,1.0,1.0,1.0,1.0,True,0.6021214127540588,0.39787858724594116,True,True,True,True,False
mbpp_0522,Description_Simple,1.0,1.0,1.0,1.0,True,0.8169576525688171,0.18304234743118286,True,True,True,True,False
mbpp_0245,Description_Simple,1.0,1.0,1.0,1.0,True,0.5889317393302917,0.41106826066970825,True,True,True,True,False
mbpp_0776,Description_Simple,0.4,0.4,0.4,0.4,False,0.7254543304443359,0.3254543304443359,False,False,True,False,False
mbpp_0515,Description_Simple,1.0,1.0,1.0,1.0,True,0.6255709528923035,0.37442904710769653,True,True,True,True,False
mbpp_0069,Description_Simple,1.0,1.0,1.0,1.0,True,0.5467783808708191,0.4532216191291809,True,True,True,True,False
mbpp_0223,Description_Simple,1.0,1.0,1.0,1.0,True,0.7628524303436279,0.23714756965637207,True,True,True,True,False
mbpp_0123,Description_Simple,1.0,1.0,1.0,1.0,True,0.5764814615249634,0.4235185384750366,True,True,True,True,False
mbpp_0423,Description_Simple,1.0,1.0,1.0,1.0,True,0.5073248147964478,0.49267518520355225,True,True,True,True,False
mbpp_0747,Description_Simple,1.0,1.0,1.0,1.0,True,0.768047034740448,0.231952965259552,True,True,True,True,False
mbpp_0838,Description_Simple,1.0,1.0,1.0,1.0,True,0.8151229619979858,0.18487703800201416,True,True,True,True,False
mbpp_0408,Description_Simple,0.2,0.2,0.2,0.2,False,0.5589630007743835,0.35896300077438353,False,False,True,False,False
mbpp_0387,Description_Simple,1.0,1.0,1.0,1.0,True,0.8568797707557678,0.14312022924423218,True,True,True,True,False
mbpp_0628,Description_Simple,0.8,0.8,0.8,0.8,True,0.4775261878967285,0.32247381210327153,False,True,False,False,False
mbpp_0315,Description_Simple,1.0,1.0,1.0,1.0,True,0.7574069499969482,0.24259305000305176,True,True,True,True,False
mbpp_0940,Description_Simple,1.0,1.0,1.0,1.0,True,0.6741886734962463,0.32581132650375366,True,True,True,True,False
mbpp_0152,Description_Simple,1.0,1.0,1.0,1.0,True,0.5636453628540039,0.4363546371459961,True,True,True,True,False
mbpp_0901,Description_Simple,1.0,1.0,1.0,1.0,True,0.6078318953514099,0.3921681046485901,True,True,True,True,False
mbpp_0516,Description_Simple,1.0,1.0,1.0,1.0,True,0.6048964262008667,0.3951035737991333,True,True,True,True,False
mbpp_0834,Description_Simple,0.3,0.3,0.3,0.3,False,0.7682124972343445,0.4682124972343445,False,False,True,False,False
mbpp_0938,Description_Simple,1.0,1.0,1.0,1.0,True,0.7416414618492126,0.25835853815078735,True,True,True,True,False
mbpp_0501,Description_Simple,0.2,0.2,0.2,0.2,False,0.6309593915939331,0.4309593915939331,False,False,True,False,False
mbpp_0665,Description_Simple,0.1,0.1,0.1,0.1,False,0.5864025950431824,0.4864025950431824,False,False,True,False,False
mbpp_0898,Description_Simple,0.1,0.1,0.1,0.1,False,0.4778468608856201,0.37784686088562014,True,False,False,False,True
mbpp_0822,Description_Simple,0.4,0.4,0.4,0.4,False,0.58360356092453,0.18360356092453,False,False,True,False,False
mbpp_0149,Description_Simple,1.0,1.0,1.0,1.0,True,0.7829421162605286,0.21705788373947144,True,True,True,True,False
mbpp_0548,Description_Simple,1.0,1.0,1.0,1.0,True,0.6802352070808411,0.31976479291915894,True,True,True,True,False
mbpp_0060,Description_Simple,0.2,0.2,0.2,0.2,False,0.8116700649261475,0.6116700649261475,False,False,True,False,False
mbpp_0523,Description_Simple,0.6,0.6,0.6,0.6,True,0.5631646513938904,0.0368353486061096,True,True,True,True,False
mbpp_0524,Description_Simple,1.0,1.0,1.0,1.0,True,0.7310785055160522,0.26892149448394775,True,True,True,True,False
mbpp_0468,Description_Simple,1.0,1.0,1.0,1.0,True,0.7770177125930786,0.2229822874069214,True,True,True,True,False
mbpp_0550,Description_Simple,1.0,1.0,1.0,1.0,True,0.7680996060371399,0.2319003939628601,True,True,True,True,False
mbpp_0926,Description_Simple,0.5,0.5,0.5,0.5,True,0.591261625289917,0.09126162528991699,True,True,True,True,False
mbpp_0068,Description_Simple,1.0,1.0,1.0,1.0,True,0.7614976167678833,0.2385023832321167,True,True,True,True,False
mbpp_0881,Description_Simple,1.0,1.0,1.0,1.0,True,0.5235342383384705,0.47646576166152954,True,True,True,True,False
mbpp_0755,Description_Simple,0.6,0.6,0.6,0.6,True,0.49482461810112,0.10517538189887998,False,True,False,False,False
mbpp_0850,Description_Simple,1.0,1.0,1.0,1.0,True,0.5293731689453125,0.4706268310546875,True,True,True,True,False
mbpp_0866,Description_Simple,1.0,1.0,1.0,1.0,True,0.6373276114463806,0.3626723885536194,True,True,True,True,False
mbpp_0455,Description_Simple,1.0,1.0,1.0,1.0,True,0.684041440486908,0.31595855951309204,True,True,True,True,False
mbpp_0907,Description_Simple,1.0,1.0,1.0,1.0,True,0.69298255443573,0.30701744556427,True,True,True,True,False
mbpp_0453,Description_Simple,1.0,1.0,1.0,1.0,True,0.7462294697761536,0.25377053022384644,True,True,True,True,False
mbpp_0074,Description_Simple,0.2,0.2,0.2,0.2,False,0.47422468662261963,0.2742246866226196,True,False,False,False,True
mbpp_0463,Description_Simple,1.0,1.0,1.0,1.0,True,0.7222307920455933,0.27776920795440674,True,True,True,True,False
mbpp_0031,Description_Simple,0.9,0.9,0.9,0.9,True,0.5863897800445557,0.31361021995544436,True,True,True,True,False
mbpp_0113,Description_Simple,0.9,0.9,0.9,0.9,True,0.6828202605247498,0.21717973947525027,True,True,True,True,False
mbpp_0469,Description_Simple,1.0,1.0,1.0,1.0,True,0.6536453366279602,0.3463546633720398,True,True,True,True,False
mbpp_0129,Description_Simple,0.1,0.1,0.1,0.1,False,0.6431015729904175,0.5431015729904175,False,False,True,False,False
mbpp_0854,Description_Simple,1.0,1.0,1.0,1.0,True,0.47801220417022705,0.521987795829773,False,True,False,False,False
mbpp_0382,Description_Simple,1.0,1.0,1.0,1.0,True,0.7685546875,0.2314453125,True,True,True,True,False
mbpp_0247,Description_Simple,1.0,1.0,1.0,1.0,True,0.7477202415466309,0.25227975845336914,True,True,True,True,False
mbpp_0639,Description_Simple,0.4,0.4,0.4,0.4,False,0.5517934560775757,0.15179345607757566,False,False,True,False,False
mbpp_0306,Description_Simple,0.2,0.2,0.2,0.2,False,0.6044499278068542,0.40444992780685424,False,False,True,False,False
mbpp_0466,Description_Simple,1.0,1.0,1.0,1.0,True,0.699411153793335,0.30058884620666504,True,True,True,True,False
mbpp_0239,Description_Simple,1.0,1.0,1.0,1.0,True,0.5902765393257141,0.4097234606742859,True,True,True,True,False
mbpp_0107,Description_Simple,0.2,0.2,0.2,0.2,False,0.705247700214386,0.505247700214386,False,False,True,False,False
mbpp_0689,Description_Simple,1.0,1.0,1.0,1.0,True,0.8503801226615906,0.14961987733840942,True,True,True,True,False
mbpp_0121,Description_Simple,1.0,1.0,1.0,1.0,True,0.5990817546844482,0.40091824531555176,True,True,True,True,False
mbpp_0108,Description_Simple,0.8,0.8,0.8,0.8,True,0.489646315574646,0.31035368442535405,False,True,False,False,False
mbpp_0885,Description_Simple,1.0,1.0,1.0,1.0,True,0.7221956253051758,0.2778043746948242,True,True,True,True,False
mbpp_0826,Description_Simple,0.4,0.4,0.4,0.4,False,0.71233069896698,0.31233069896697996,False,False,True,False,False
mbpp_0570,Description_Simple,0.4,0.4,0.4,0.4,False,0.3951835036277771,0.004816496372222923,True,False,False,False,True
mbpp_0231,Description_Simple,1.0,1.0,1.0,1.0,True,0.6087048053741455,0.3912951946258545,True,True,True,True,False
mbpp_0485,Description_Simple,1.0,1.0,1.0,1.0,True,0.7103771567344666,0.28962284326553345,True,True,True,True,False
mbpp_0181,Description_Simple,1.0,1.0,1.0,1.0,True,0.744951605796814,0.25504839420318604,True,True,True,True,False
mbpp_0863,Description_Simple,1.0,1.0,1.0,1.0,True,0.747769296169281,0.252230703830719,True,True,True,True,False
mbpp_0397,Description_Simple,1.0,1.0,1.0,1.0,True,0.7542363405227661,0.2457636594772339,True,True,True,True,False
mbpp_0685,Description_Simple,1.0,1.0,1.0,1.0,True,0.7035413384437561,0.2964586615562439,True,True,True,True,False
mbpp_0526,Description_Simple,0.9,0.9,0.9,0.9,True,0.7608704566955566,0.13912954330444338,True,True,True,True,False
