Sub_Directory,Description_Type,LLM_GPT4.5_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p00003,Description_Fewshot,0.6,0.4,0.5,True,0.6495407819747925,0.14954078197479248,True,True,True,True,False
p00003,Description_Reason,0.9,0.9,0.9,True,0.638161301612854,0.261838698387146,True,True,True,True,False
p00003,Description_Simple,0.9,0.9,0.9,True,0.637715756893158,0.26228424310684206,True,True,True,True,False
p02413,Description_Fewshot,0.0,0.1,0.05,False,0.7212496399879456,0.6712496399879455,False,False,True,False,False
p02413,Description_Reason,0.6,0.9,0.75,True,0.5141543745994568,0.2358456254005432,True,True,True,True,False
p02413,Description_Simple,0.1,0.9,0.5,True,0.6925129890441895,0.19251298904418945,True,True,True,True,False
p03720,Description_Fewshot,0.9,0.6,0.75,True,0.2541571259498596,0.4958428740501404,False,True,False,False,False
p03720,Description_Reason,0.9,0.0,0.45,False,0.3018292486667633,0.1481707513332367,True,False,False,False,True
p03720,Description_Simple,0.0,0.0,0.0,False,0.2715156674385071,0.2715156674385071,True,False,False,False,True
p03043,Description_Fewshot,0.0,0.0,0.0,False,0.24101971089839935,0.24101971089839935,True,False,False,False,True
p03043,Description_Reason,0.0,0.0,0.0,False,0.3637321889400482,0.3637321889400482,True,False,False,False,True
p03043,Description_Simple,0.0,0.0,0.0,False,0.23717163503170013,0.23717163503170013,True,False,False,False,True
p02881,Description_Fewshot,0.0,0.0,0.0,False,0.3139915466308594,0.3139915466308594,True,False,False,False,True
p02881,Description_Reason,0.0,0.0,0.0,False,0.2735419273376465,0.2735419273376465,True,False,False,False,True
p02881,Description_Simple,0.0,0.0,0.0,False,0.35485774278640747,0.35485774278640747,True,False,False,False,True
p02731,Description_Fewshot,0.0,0.0,0.0,False,0.4392945170402527,0.4392945170402527,True,False,False,False,True
p02731,Description_Reason,0.0,0.0,0.0,False,0.4894729256629944,0.4894729256629944,True,False,False,False,True
p02731,Description_Simple,0.0,0.0,0.0,False,0.5484857559204102,0.5484857559204102,False,False,True,False,False
p03435,Description_Fewshot,0.0,0.1,0.05,False,0.4763510227203369,0.4263510227203369,True,False,False,False,True
p03435,Description_Reason,0.0,0.0,0.0,False,0.32656463980674744,0.32656463980674744,True,False,False,False,True
p03435,Description_Simple,0.0,0.0,0.0,False,0.45708420872688293,0.45708420872688293,True,False,False,False,True
p02718,Description_Fewshot,0.1,0.0,0.05,False,0.3624589443206787,0.3124589443206787,True,False,False,False,True
p02718,Description_Reason,0.0,0.0,0.0,False,0.4357956051826477,0.4357956051826477,True,False,False,False,True
p02718,Description_Simple,0.4,0.0,0.2,False,0.42559975385665894,0.22559975385665892,True,False,False,False,True
p03835,Description_Fewshot,0.4,0.4,0.4,False,0.4387768507003784,0.038776850700378396,True,False,False,False,True
p03835,Description_Reason,0.4,0.1,0.25,False,0.4822102189064026,0.2322102189064026,True,False,False,False,True
p03835,Description_Simple,0.0,0.3,0.15,False,0.45107826590538025,0.3010782659053802,True,False,False,False,True
p02983,Description_Fewshot,0.0,0.9,0.45,False,0.4926227331161499,0.04262273311614989,True,False,False,False,True
p02983,Description_Reason,0.9,0.1,0.5,True,0.5993109941482544,0.0993109941482544,True,True,True,True,False
p02983,Description_Simple,0.1,0.4,0.25,False,0.48701241612434387,0.23701241612434387,True,False,False,False,True
p02724,Description_Fewshot,0.1,0.0,0.05,False,0.2545565366744995,0.20455653667449952,True,False,False,False,True
p02724,Description_Reason,0.1,0.9,0.5,True,0.255235493183136,0.244764506816864,False,True,False,False,False
p02724,Description_Simple,0.0,0.1,0.05,False,0.26843178272247314,0.21843178272247316,True,False,False,False,True
p02258,Description_Fewshot,0.4,0.0,0.2,False,0.5479114055633545,0.3479114055633545,False,False,True,False,False
p02258,Description_Reason,0.0,0.0,0.0,False,0.025415245443582535,0.025415245443582535,True,False,False,False,True
p02258,Description_Simple,0.0,0.1,0.05,False,0.4095941483974457,0.3595941483974457,True,False,False,False,True
p04012,Description_Fewshot,0.9,0.0,0.45,False,0.6077286601066589,0.15772866010665892,False,False,True,False,False
p04012,Description_Reason,0.0,0.4,0.2,False,0.560072124004364,0.360072124004364,False,False,True,False,False
p04012,Description_Simple,0.0,0.9,0.45,False,0.6721733212471008,0.22217332124710082,False,False,True,False,False
p02390,Description_Fewshot,0.9,0.0,0.45,False,0.34024539589881897,0.10975460410118104,True,False,False,False,True
p02390,Description_Reason,0.0,0.0,0.0,False,0.4100673794746399,0.4100673794746399,True,False,False,False,True
p02390,Description_Simple,0.1,0.1,0.1,False,0.42850393056869507,0.3285039305686951,True,False,False,False,True
p03324,Description_Fewshot,0.0,0.0,0.0,False,0.3894774913787842,0.3894774913787842,True,False,False,False,True
p03324,Description_Reason,0.1,0.0,0.05,False,0.37931206822395325,0.32931206822395326,True,False,False,False,True
p03324,Description_Simple,0.0,0.0,0.0,False,0.3858393132686615,0.3858393132686615,True,False,False,False,True
p03632,Description_Fewshot,0.0,0.0,0.0,False,0.7473887205123901,0.7473887205123901,False,False,True,False,False
p03632,Description_Reason,1.0,1.0,1.0,True,0.6656818389892578,0.3343181610107422,True,True,True,True,False
p03632,Description_Simple,0.9,0.0,0.45,False,0.7075551748275757,0.2575551748275757,False,False,True,False,False
p02951,Description_Fewshot,0.4,0.4,0.4,False,0.08921441435813904,0.310785585641861,True,False,False,False,True
p02951,Description_Reason,0.0,0.9,0.45,False,0.22647526860237122,0.2235247313976288,True,False,False,False,True
p02951,Description_Simple,0.0,0.0,0.0,False,0.23580136895179749,0.23580136895179749,True,False,False,False,True
p02922,Description_Fewshot,0.4,0.4,0.4,False,0.4198804795742035,0.01988047957420347,True,False,False,False,True
p02922,Description_Reason,0.0,0.0,0.0,False,0.12134584784507751,0.12134584784507751,True,False,False,False,True
p02922,Description_Simple,0.1,0.0,0.05,False,0.4101329743862152,0.3601329743862152,True,False,False,False,True
p02730,Description_Fewshot,0.1,0.0,0.05,False,0.441807359457016,0.391807359457016,True,False,False,False,True
p02730,Description_Reason,0.0,0.0,0.0,False,0.422146737575531,0.422146737575531,True,False,False,False,True
p02730,Description_Simple,0.0,0.0,0.0,False,0.44338858127593994,0.44338858127593994,True,False,False,False,True
p03449,Description_Fewshot,0.0,0.0,0.0,False,0.459507018327713,0.459507018327713,True,False,False,False,True
p03449,Description_Reason,0.0,0.1,0.05,False,0.27326321601867676,0.22326321601867677,True,False,False,False,True
p03449,Description_Simple,0.0,0.0,0.0,False,0.4993193745613098,0.4993193745613098,True,False,False,False,True
p02571,Description_Fewshot,0.0,0.1,0.05,False,0.31000882387161255,0.26000882387161256,True,False,False,False,True
p02571,Description_Reason,0.6,0.0,0.3,False,0.3634799122810364,0.06347991228103639,True,False,False,False,True
p02571,Description_Simple,0.9,0.0,0.45,False,0.46404287219047546,0.014042872190475453,True,False,False,False,True
p02577,Description_Fewshot,1.0,0.0,0.5,True,0.757466733455658,0.25746673345565796,True,True,True,True,False
p02577,Description_Reason,0.1,0.6,0.35,False,0.6597753763198853,0.3097753763198853,False,False,True,False,False
p02577,Description_Simple,0.0,1.0,0.5,True,0.6778500080108643,0.17785000801086426,True,True,True,True,False
p02399,Description_Fewshot,0.0,0.9,0.45,False,0.6425597071647644,0.1925597071647644,False,False,True,False,False
p02399,Description_Reason,0.3,0.1,0.2,False,0.6366572380065918,0.4366572380065918,False,False,True,False,False
p02399,Description_Simple,0.4,0.5,0.45,False,0.6881176829338074,0.23811768293380736,False,False,True,False,False
p03680,Description_Fewshot,0.5,0.6,0.55,True,0.33906471729278564,0.2109352827072144,False,True,False,False,False
p03680,Description_Reason,1.0,0.8,0.9,True,0.23080390691757202,0.669196093082428,False,True,False,False,False
p03680,Description_Simple,0.8,0.4,0.6000000000000001,True,0.32433223724365234,0.27566776275634775,False,True,False,False,False
p02701,Description_Fewshot,0.6,1.0,0.8,True,0.5171986818313599,0.2828013181686402,True,True,True,True,False
p02701,Description_Reason,1.0,1.0,1.0,True,0.4993111491203308,0.5006888508796692,False,True,False,False,False
p02701,Description_Simple,1.0,1.0,1.0,True,0.4426616430282593,0.5573383569717407,False,True,False,False,False
