Sub_Directory,Description_Type,LLM_GPT4.5_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p00003,Description_Detailed,0.0,0.0,0.0,False,0.39938193559646606,0.39938193559646606,True,False,False,False,True
p00003,Description_Fewshot,0.3,0.3,0.3,False,0.7263994812965393,0.4263994812965393,False,False,True,False,False
p00003,Description_Reason,0.0,0.1,0.05,False,0.672362208366394,0.622362208366394,False,False,True,False,False
p00003,Description_Simple,0.0,0.0,0.0,False,0.7139647603034973,0.7139647603034973,False,False,True,False,False
p00003,Description_Vague,0.4,0.4,0.4,False,0.5798521637916565,0.17985216379165647,False,False,True,False,False
p02413,Description_Detailed,0.7,0.4,0.55,True,0.5555369853973389,0.005536985397338823,True,True,True,True,False
p02413,Description_Fewshot,0.1,0.1,0.1,False,0.5705121755599976,0.4705121755599976,False,False,True,False,False
p02413,Description_Reason,0.4,0.7,0.55,True,0.5690959095954895,0.019095909595489458,True,True,True,True,False
p02413,Description_Simple,0.0,0.0,0.0,False,0.6756535172462463,0.6756535172462463,False,False,True,False,False
p02413,Description_Vague,0.0,0.1,0.05,False,0.44554629921913147,0.3955462992191315,True,False,False,False,True
p03720,Description_Detailed,0.0,0.0,0.0,False,0.04950202628970146,0.04950202628970146,True,False,False,False,True
p03720,Description_Fewshot,0.0,0.0,0.0,False,0.02446390874683857,0.02446390874683857,True,False,False,False,True
p03720,Description_Reason,0.1,0.0,0.05,False,0.10945691913366318,0.059456919133663175,True,False,False,False,True
p03720,Description_Simple,0.0,0.0,0.0,False,0.07418543845415115,0.07418543845415115,True,False,False,False,True
p03720,Description_Vague,0.0,0.0,0.0,False,0.03017858974635601,0.03017858974635601,True,False,False,False,True
p03043,Description_Detailed,0.0,0.0,0.0,False,0.18905548751354218,0.18905548751354218,True,False,False,False,True
p03043,Description_Fewshot,0.0,0.0,0.0,False,0.1978461593389511,0.1978461593389511,True,False,False,False,True
p03043,Description_Reason,0.0,0.0,0.0,False,0.1678408682346344,0.1678408682346344,True,False,False,False,True
p03043,Description_Simple,0.0,0.0,0.0,False,0.16338852047920227,0.16338852047920227,True,False,False,False,True
p03043,Description_Vague,0.0,0.0,0.0,False,0.176601380109787,0.176601380109787,True,False,False,False,True
p02881,Description_Detailed,0.0,0.0,0.0,False,0.3455425202846527,0.3455425202846527,True,False,False,False,True
p02881,Description_Fewshot,0.0,0.1,0.05,False,0.46520310640335083,0.41520310640335084,True,False,False,False,True
p02881,Description_Reason,0.0,0.0,0.0,False,0.26742514967918396,0.26742514967918396,True,False,False,False,True
p02881,Description_Simple,0.0,0.0,0.0,False,0.3979816138744354,0.3979816138744354,True,False,False,False,True
p02881,Description_Vague,0.0,0.0,0.0,False,0.23168301582336426,0.23168301582336426,True,False,False,False,True
p02731,Description_Detailed,0.0,0.0,0.0,False,0.244171604514122,0.244171604514122,True,False,False,False,True
p02731,Description_Fewshot,0.0,0.0,0.0,False,0.2742496132850647,0.2742496132850647,True,False,False,False,True
p02731,Description_Reason,0.0,0.0,0.0,False,0.4891282021999359,0.4891282021999359,True,False,False,False,True
p02731,Description_Simple,0.0,0.0,0.0,False,0.47700247168540955,0.47700247168540955,True,False,False,False,True
p02731,Description_Vague,0.0,0.0,0.0,False,0.22814269363880157,0.22814269363880157,True,False,False,False,True
p03435,Description_Detailed,0.0,0.0,0.0,False,0.44161146879196167,0.44161146879196167,True,False,False,False,True
p03435,Description_Fewshot,0.0,0.0,0.0,False,0.4029078781604767,0.4029078781604767,True,False,False,False,True
