Sub_Directory,Description_Type,Judge_1_Score,Judge_2_Score,Judge_3_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
mbpp_0342,Description_Simple,1.0,1.0,1.0,1.0,True,0.5395786762237549,0.4604213237762451,True,True,True,True,False
mbpp_0031,Description_Simple,1.0,1.0,1.0,1.0,True,0.6922116875648499,0.30778831243515015,True,True,True,True,False
mbpp_0635,Description_Simple,1.0,1.0,1.0,1.0,True,0.4873577356338501,0.5126422643661499,False,True,False,False,False
mbpp_0408,Description_Simple,0.4,0.4,0.4,0.4,False,0.4225147068500519,0.022514706850051858,True,False,False,False,True
mbpp_0843,Description_Simple,1.0,1.0,1.0,1.0,True,0.6189417243003845,0.3810582756996155,True,True,True,True,False
mbpp_0323,Description_Simple,1.0,1.0,1.0,1.0,True,0.6247990727424622,0.37520092725753784,True,True,True,True,False
mbpp_0159,Description_Simple,1.0,1.0,1.0,1.0,True,0.7723138928413391,0.2276861071586609,True,True,True,True,False
mbpp_0771,Description_Simple,0.9,0.9,0.9,0.9,True,0.5071883797645569,0.39281162023544314,True,True,True,True,False
mbpp_0004,Description_Simple,0.8,0.8,0.8,0.8,True,0.5648646950721741,0.23513530492782597,True,True,True,True,False
mbpp_0245,Description_Simple,0.1,0.1,0.1,0.1,False,0.5667415261268616,0.4667415261268616,False,False,True,False,False
mbpp_0039,Description_Simple,0.4,0.4,0.4,0.4,False,0.6450133919715881,0.2450133919715881,False,False,True,False,False
mbpp_0189,Description_Simple,1.0,1.0,1.0,1.0,True,0.7500427961349487,0.24995720386505127,True,True,True,True,False
mbpp_0522,Description_Simple,0.2,0.2,0.2,0.2,False,0.5593574047088623,0.3593574047088623,False,False,True,False,False
mbpp_0822,Description_Simple,0.4,0.4,0.4,0.4,False,0.6822572946548462,0.28225729465484617,False,False,True,False,False
mbpp_0496,Description_Simple,0.8,0.8,0.8,0.8,True,0.7055099606513977,0.09449003934860234,True,True,True,True,False
mbpp_0069,Description_Simple,1.0,1.0,1.0,1.0,True,0.5969243049621582,0.4030756950378418,True,True,True,True,False
mbpp_0372,Description_Simple,1.0,1.0,1.0,1.0,True,0.7264701724052429,0.2735298275947571,True,True,True,True,False
mbpp_0108,Description_Simple,0.5,0.5,0.5,0.5,True,0.5214006304740906,0.021400630474090576,True,True,True,True,False
mbpp_0209,Description_Simple,1.0,1.0,1.0,1.0,True,0.6173210144042969,0.3826789855957031,True,True,True,True,False
mbpp_0123,Description_Simple,0.9,0.9,0.9,0.9,True,0.6414362192153931,0.25856378078460696,True,True,True,True,False
mbpp_0747,Description_Simple,1.0,1.0,1.0,1.0,True,0.7858790159225464,0.2141209840774536,True,True,True,True,False
mbpp_0515,Description_Simple,0.6,0.6,0.6,0.6,True,0.43729910254478455,0.16270089745521543,False,True,False,False,False
mbpp_0776,Description_Simple,0.2,0.2,0.2,0.2,False,0.7441028952598572,0.5441028952598572,False,False,True,False,False
mbpp_0223,Description_Simple,1.0,1.0,1.0,1.0,True,0.6951770186424255,0.30482298135757446,True,True,True,True,False
mbpp_0423,Description_Simple,1.0,1.0,1.0,1.0,True,0.5718955397605896,0.4281044602394104,True,True,True,True,False
mbpp_0838,Description_Simple,0.4,0.4,0.4,0.4,False,0.7261187434196472,0.3261187434196472,False,False,True,False,False
mbpp_0315,Description_Simple,0.2,0.2,0.2,0.2,False,0.8013907670974731,0.6013907670974732,False,False,True,False,False
