Sub_Directory,Description_Type,LLM_GPT4.5_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p02987,Description_Fewshot,0.1,1.0,0.55,True,0.3796440660953522,0.17035593390464787,False,True,False,False,False
p02987,Description_Reason,0.4,0.3,0.35,False,0.6065422892570496,0.2565422892570496,False,False,True,False,False
p02987,Description_Simple,0.9,0.9,0.9,True,0.606015682220459,0.29398431777954104,True,True,True,True,False
p03000,Description_Fewshot,0.9,0.1,0.5,True,0.23983946442604065,0.26016053557395935,False,True,False,False,False
p03000,Description_Reason,0.9,0.4,0.65,True,0.37171268463134766,0.27828731536865237,False,True,False,False,False
p03000,Description_Simple,0.4,0.0,0.2,False,0.44689470529556274,0.24689470529556273,True,False,False,False,True
p03041,Description_Fewshot,0.0,1.0,0.5,True,0.570929229259491,0.07092922925949097,True,True,True,True,False
p03041,Description_Reason,0.9,0.7,0.8,True,0.5528344511985779,0.24716554880142216,True,True,True,True,False
p03041,Description_Simple,0.9,0.9,0.9,True,0.6238045692443848,0.27619543075561526,True,True,True,True,False
p03835,Description_Fewshot,0.0,0.0,0.0,False,0.0308548416942358,0.0308548416942358,True,False,False,False,True
p03835,Description_Reason,0.9,0.9,0.9,True,0.5537992119789124,0.34620078802108767,True,True,True,True,False
p03835,Description_Simple,0.9,0.9,0.9,True,0.07137184590101242,0.8286281540989876,False,True,False,False,False
p02417,Description_Fewshot,0.7,0.9,0.8,True,0.6601582765579224,0.13984172344207768,True,True,True,True,False
p02417,Description_Reason,0.1,0.0,0.05,False,0.6274818181991577,0.5774818181991577,False,False,True,False,False
p02417,Description_Simple,0.0,0.0,0.0,False,0.6863464117050171,0.6863464117050171,False,False,True,False,False
p02410,Description_Fewshot,0.9,0.9,0.9,True,0.600322961807251,0.29967703819274905,True,True,True,True,False
p02410,Description_Reason,1.0,0.0,0.5,True,0.6980687379837036,0.1980687379837036,True,True,True,True,False
p02410,Description_Simple,0.9,1.0,0.95,True,0.7154209017753601,0.23457909822463985,True,True,True,True,False
p02767,Description_Fewshot,0.7,0.0,0.35,False,0.29659074544906616,0.053409254550933816,True,False,False,False,True
p02767,Description_Reason,0.9,0.9,0.9,True,0.32234346866607666,0.5776565313339234,False,True,False,False,False
p02767,Description_Simple,0.0,0.9,0.45,False,0.3615010380744934,0.0884989619255066,True,False,False,False,True
p02785,Description_Fewshot,0.0,0.9,0.45,False,0.09426061064004898,0.35573938935995103,True,False,False,False,True
p02785,Description_Reason,0.9,0.7,0.8,True,0.3704420328140259,0.42955796718597417,False,True,False,False,False
p02785,Description_Simple,0.4,0.0,0.2,False,0.34993013739585876,0.14993013739585875,True,False,False,False,True
p03109,Description_Fewshot,0.0,0.3,0.15,False,0.5767037868499756,0.42670378684997556,False,False,True,False,False
p03109,Description_Reason,0.0,0.0,0.0,False,0.5858059525489807,0.5858059525489807,False,False,True,False,False
p03109,Description_Simple,0.1,0.1,0.1,False,0.6363239884376526,0.5363239884376526,False,False,True,False,False
p03282,Description_Fewshot,0.0,0.0,0.0,False,0.08639968931674957,0.08639968931674957,True,False,False,False,True
p03282,Description_Reason,0.4,0.0,0.2,False,0.3009006977081299,0.10090069770812987,True,False,False,False,True
p03282,Description_Simple,0.0,0.4,0.2,False,0.36262255907058716,0.16262255907058715,True,False,False,False,True
p03308,Description_Fewshot,1.0,0.9,0.95,True,0.0793256014585495,0.8706743985414505,False,True,False,False,False
