Sub_Directory,Description_Type,LLM_GPT4.5_Score,LLM_Claude_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p02921,Description_Fewshot,0.1,0.0,0.05,False,0.1380220353603363,0.0880220353603363,True,False,False,False,True
p02921,Description_Reason,1.0,1.0,1.0,True,0.06403520703315735,0.9359647929668427,False,True,False,False,False
p02921,Description_Simple,0.1,0.1,0.1,False,0.48567140102386475,0.38567140102386477,True,False,False,False,True
p02419,Description_Fewshot,0.0,0.0,0.0,False,0.07693396508693695,0.07693396508693695,True,False,False,False,True
p02419,Description_Reason,1.0,0.0,0.5,True,0.07405276596546173,0.42594723403453827,False,True,False,False,False
p02419,Description_Simple,0.1,0.1,0.1,False,0.5416409969329834,0.4416409969329834,False,False,True,False,False
p03107,Description_Fewshot,0.0,1.0,0.5,True,0.1450728476047516,0.3549271523952484,False,True,False,False,False
p03107,Description_Reason,0.0,0.1,0.05,False,0.03403185307979584,0.015968146920204165,True,False,False,False,True
p03107,Description_Simple,0.0,1.0,0.5,True,0.24448417127132416,0.25551582872867584,False,True,False,False,False
p02256,Description_Fewshot,0.0,0.0,0.0,False,0.07519364356994629,0.07519364356994629,True,False,False,False,True
p02256,Description_Reason,1.0,1.0,1.0,True,0.13392795622348785,0.8660720437765121,False,True,False,False,False
p02256,Description_Simple,0.0,0.0,0.0,False,0.767012357711792,0.767012357711792,False,False,True,False,False
p02801,Description_Fewshot,0.0,0.0,0.0,False,0.4550684988498688,0.4550684988498688,True,False,False,False,True
p02801,Description_Reason,1.0,0.0,0.5,True,0.2593575716018677,0.24064242839813232,False,True,False,False,False
p02801,Description_Simple,0.7,0.7,0.7,True,0.5846287608146667,0.11537123918533321,True,True,True,True,False
p02766,Description_Fewshot,0.0,0.0,0.0,False,0.16331709921360016,0.16331709921360016,True,False,False,False,True
p02766,Description_Reason,0.0,0.0,0.0,False,0.3390448987483978,0.3390448987483978,True,False,False,False,True
p02766,Description_Simple,0.0,0.0,0.0,False,0.1652727872133255,0.1652727872133255,True,False,False,False,True
p04043,Description_Fewshot,0.0,0.0,0.0,False,0.5241445899009705,0.5241445899009705,False,False,True,False,False
p04043,Description_Reason,0.0,0.0,0.0,False,0.3048314154148102,0.3048314154148102,True,False,False,False,True
p04043,Description_Simple,0.1,0.0,0.05,False,0.20276567339897156,0.15276567339897157,True,False,False,False,True
p02753,Description_Fewshot,0.0,0.0,0.0,False,0.20032884180545807,0.20032884180545807,True,False,False,False,True
p02753,Description_Reason,0.0,0.1,0.05,False,0.31907686591148376,0.2690768659114838,True,False,False,False,True
p02753,Description_Simple,0.0,0.0,0.0,False,0.6625255346298218,0.6625255346298218,False,False,True,False,False
