Sub_Directory,Description_Type,Judge_1_Score,Judge_2_Score,Judge_3_Score,LLM_Average_Score,LLM_Consensus,ST_Similarity_Score,Score_Difference,Agreement,LLM_Success,ST_Success,Both_Success,Neither_Success
p00003,Description_Simple,1.0,1.0,1.0,1.0,True,0.3701432943344116,0.6298567056655884,False,True,False,False,False
p00001,Description_Simple,1.0,1.0,1.0,1.0,True,0.6840418577194214,0.3159581422805786,True,True,True,True,False
p00002,Description_Simple,0.9,0.9,0.9,0.9,True,0.5361541509628296,0.36384584903717043,True,True,True,True,False
p00007,Description_Simple,1.0,1.0,1.0,1.0,True,0.4305758476257324,0.5694241523742676,False,True,False,False,False
p02258,Description_Simple,0.2,0.2,0.2,0.2,False,0.4477517902851105,0.24775179028511046,True,False,False,False,True
p02259,Description_Simple,0.6,0.6,0.6,0.6,True,0.7169613242149353,0.11696132421493532,True,True,True,True,False
p00006,Description_Simple,0.8,0.8,0.8,0.8,True,0.39710569381713867,0.4028943061828614,False,True,False,False,False
p02264,Description_Simple,1.0,1.0,1.0,1.0,True,0.6990938186645508,0.3009061813354492,True,True,True,True,False
p02268,Description_Simple,1.0,1.0,1.0,1.0,True,0.46419650316238403,0.535803496837616,False,True,False,False,False
p00005,Description_Simple,1.0,1.0,1.0,1.0,True,0.7659995555877686,0.23400044441223145,True,True,True,True,False
p02255,Description_Simple,1.0,1.0,1.0,1.0,True,0.6861922740936279,0.31380772590637207,True,True,True,True,False
p02263,Description_Simple,1.0,1.0,1.0,1.0,True,0.5765231251716614,0.4234768748283386,True,True,True,True,False
p02257,Description_Simple,1.0,1.0,1.0,1.0,True,0.5383591651916504,0.4616408348083496,True,True,True,True,False
p00011,Description_Simple,1.0,1.0,1.0,1.0,True,0.3127953112125397,0.6872046887874603,False,True,False,False,False
p02260,Description_Simple,1.0,1.0,1.0,1.0,True,0.7523521184921265,0.24764788150787354,True,True,True,True,False
p02256,Description_Simple,0.9,0.9,0.9,0.9,True,0.6517457962036133,0.24825420379638674,True,True,True,True,False
p02390,Description_Simple,0.9,0.9,0.9,0.9,True,0.44757670164108276,0.45242329835891726,False,True,False,False,False
p02393,Description_Simple,1.0,1.0,1.0,1.0,True,0.5930076241493225,0.4069923758506775,True,True,True,True,False
p02389,Description_Simple,0.7,0.7,0.7,0.7,True,0.3453022241592407,0.35469777584075923,False,True,False,False,False
p02403,Description_Simple,0.8,0.8,0.8,0.8,True,0.4238142967224121,0.37618570327758794,False,True,False,False,False
p02396,Description_Simple,0.9,0.9,0.9,0.9,True,0.533406138420105,0.36659386157989504,True,True,True,True,False
p02399,Description_Simple,1.0,1.0,1.0,1.0,True,0.37587329745292664,0.6241267025470734,False,True,False,False,False
p02388,Description_Simple,0.6,0.6,0.6,0.6,True,0.28649386763572693,0.31350613236427305,False,True,False,False,False
p02381,Description_Simple,0.4,0.4,0.4,0.4,False,0.661438524723053,0.26143852472305296,False,False,True,False,False
p02398,Description_Simple,0.9,0.9,0.9,0.9,True,0.7203541398048401,0.17964586019515993,True,True,True,True,False
p02392,Description_Simple,0.9,0.9,0.9,0.9,True,0.6952192187309265,0.2047807812690735,True,True,True,True,False
p02400,Description_Simple,1.0,1.0,1.0,1.0,True,0.7116484045982361,0.2883515954017639,True,True,True,True,False
p02404,Description_Simple,0.9,0.9,0.9,0.9,True,0.4271106421947479,0.4728893578052521,False,True,False,False,False
p02397,Description_Simple,1.0,1.0,1.0,1.0,True,0.4822814464569092,0.5177185535430908,False,True,False,False,False
p02401,Description_Simple,1.0,1.0,1.0,1.0,True,0.5300458669662476,0.46995413303375244,True,True,True,True,False
p02394,Description_Simple,1.0,1.0,1.0,1.0,True,0.6933924555778503,0.30660754442214966,True,True,True,True,False
p02402,Description_Simple,1.0,1.0,1.0,1.0,True,0.5535887479782104,0.44641125202178955,True,True,True,True,False
p02406,Description_Simple,0.9,0.9,0.9,0.9,True,0.27716365456581116,0.6228363454341889,False,True,False,False,False
p02417,Description_Simple,1.0,1.0,1.0,1.0,True,0.6686313152313232,0.33136868476867676,True,True,True,True,False
p02405,Description_Simple,1.0,1.0,1.0,1.0,True,0.5139622092247009,0.4860377907752991,True,True,True,True,False
p02410,Description_Simple,1.0,1.0,1.0,1.0,True,0.4804941415786743,0.5195058584213257,False,True,False,False,False
p02414,Description_Simple,1.0,1.0,1.0,1.0,True,0.55040043592453,0.44959956407546997,True,True,True,True,False
p02413,Description_Simple,1.0,1.0,1.0,1.0,True,0.5648647546768188,0.43513524532318115,True,True,True,True,False
